pref_name,target_chembl_id,target_type
Huntingtin-interacting protein K,CHEMBL6066284,SINGLE PROTEIN
Sorting and assembly machinery component 50 homolog,CHEMBL6066285,SINGLE PROTEIN
Ras association domain-containing protein 5,CHEMBL6066286,SINGLE PROTEIN
26S proteasome non-ATPase regulatory subunit 9,CHEMBL6066287,SINGLE PROTEIN
Kunitz-type protease inhibitor 2,CHEMBL6066288,SINGLE PROTEIN
Protein THEM6,CHEMBL6066289,SINGLE PROTEIN
Natural cytotoxicity triggering receptor 1,CHEMBL6066290,SINGLE PROTEIN
"ATP synthase peripheral stalk subunit OSCP, mitochondrial",CHEMBL6066292,SINGLE PROTEIN
"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",CHEMBL6066293,SINGLE PROTEIN
mRNA export factor RAE1,CHEMBL6066294,SINGLE PROTEIN
Endoplasmic reticulum resident protein 29,CHEMBL6066295,SINGLE PROTEIN
Alpha-internexin,CHEMBL6066296,SINGLE PROTEIN
Argininosuccinate synthase,CHEMBL6066297,SINGLE PROTEIN
Cytoplasmic FMR1-interacting protein 2,CHEMBL6066298,SINGLE PROTEIN
"Tryptophan--tRNA ligase, cytoplasmic",CHEMBL6066299,SINGLE PROTEIN
Synaptosomal-associated protein 23,CHEMBL6066300,SINGLE PROTEIN
Transmembrane emp24 domain-containing protein 2,CHEMBL6066301,SINGLE PROTEIN
General transcription factor 3C polypeptide 3,CHEMBL6066302,SINGLE PROTEIN
Putative protein-lysine deacylase ABHD14B,CHEMBL6066303,SINGLE PROTEIN
"ATP synthase F(0) complex subunit k, mitochondrial",CHEMBL6066304,SINGLE PROTEIN
Vesicle-associated membrane protein 7,CHEMBL6066305,SINGLE PROTEIN
Histone H1.3,CHEMBL6066306,SINGLE PROTEIN
Eukaryotic translation initiation factor 3 subunit K,CHEMBL6066307,SINGLE PROTEIN
UBX domain-containing protein 4,CHEMBL6066308,SINGLE PROTEIN
"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CHEMBL6066309,SINGLE PROTEIN
"3-ketoacyl-CoA thiolase, mitochondrial",CHEMBL6066310,SINGLE PROTEIN
ATPase GET3,CHEMBL6066311,SINGLE PROTEIN
Vesicle-associated membrane protein 8,CHEMBL6066312,SINGLE PROTEIN
Signal recognition particle subunit SRP68,CHEMBL6066313,SINGLE PROTEIN
"Single-stranded DNA-binding protein, mitochondrial",CHEMBL6066314,SINGLE PROTEIN
Tubulin-specific chaperone A,CHEMBL6066315,SINGLE PROTEIN
FYN-binding protein 1,CHEMBL6066316,SINGLE PROTEIN
"Palmitoyl-protein thioesterase ABHD10, mitochondrial",CHEMBL6066317,SINGLE PROTEIN
Oxygen-regulated protein 1,CHEMBL6066318,SINGLE PROTEIN
OCIA domain-containing protein 2,CHEMBL6066320,SINGLE PROTEIN
eIF5-mimic protein 1,CHEMBL6066321,SINGLE PROTEIN
"DNA-directed RNA polymerases I, II, and III subunit RPABC1",CHEMBL6066322,SINGLE PROTEIN
Protein phosphatase 1 regulatory subunit 7,CHEMBL6066323,SINGLE PROTEIN
Eukaryotic translation initiation factor 3 subunit D,CHEMBL6066324,SINGLE PROTEIN
Spliceosome RNA helicase DDX39B,CHEMBL6066325,SINGLE PROTEIN
Protein prenyltransferase alpha subunit repeat-containing protein 1,CHEMBL6066326,SINGLE PROTEIN
Corrinoid adenosyltransferase MMAB,CHEMBL6066327,SINGLE PROTEIN
Adenylosuccinate lyase,CHEMBL6066328,SINGLE PROTEIN
Nascent polypeptide-associated complex subunit alpha,CHEMBL6066329,SINGLE PROTEIN
Transmembrane emp24 domain-containing protein 9,CHEMBL6066330,SINGLE PROTEIN
Serine palmitoyltransferase 3,CHEMBL6066332,SINGLE PROTEIN
Membrane-associated progesterone receptor component 2,CHEMBL6066333,SINGLE PROTEIN
Transcriptional regulator protein Pur-beta,CHEMBL6066334,SINGLE PROTEIN
Nucleolar protein 56,CHEMBL6066335,SINGLE PROTEIN
Small ribosomal subunit protein uS2m,CHEMBL6066336,SINGLE PROTEIN
Septin-2,CHEMBL6066337,SINGLE PROTEIN
Prothymosin alpha,CHEMBL6066338,SINGLE PROTEIN
Small nuclear ribonucleoprotein Sm D1,CHEMBL6066339,SINGLE PROTEIN
Protein cholesin,CHEMBL6066340,SINGLE PROTEIN
CD2 antigen cytoplasmic tail-binding protein 2,CHEMBL6066341,SINGLE PROTEIN
DNA topoisomerase 1/Deoxyribonucleic acid,CHEMBL6066342,PROTEIN NUCLEIC-ACID COMPLEX
Cell division cycle protein 16 homolog,CHEMBL6066343,SINGLE PROTEIN
Charged multivesicular body protein 4b,CHEMBL6066344,SINGLE PROTEIN
DnaJ homolog subfamily B member 12,CHEMBL6066345,SINGLE PROTEIN
Protein LYRIC,CHEMBL6066346,SINGLE PROTEIN
Anaphase-promoting complex subunit 7,CHEMBL6066347,SINGLE PROTEIN
Vesicle transport protein GOT1B,CHEMBL6066348,SINGLE PROTEIN
Mitochondrial import inner membrane translocase subunit TIM44,CHEMBL6066349,SINGLE PROTEIN
Probable U3 small nucleolar RNA-associated protein 11,CHEMBL6066350,SINGLE PROTEIN
E3 ubiquitin-protein ligase CBL,CHEMBL6066351,SINGLE PROTEIN
5-phosphohydroxy-L-lysine phospho-lyase,CHEMBL6066352,SINGLE PROTEIN
Replication protein A 14 kDa subunit,CHEMBL6066353,SINGLE PROTEIN
Eukaryotic peptide chain release factor subunit 1,CHEMBL6066354,SINGLE PROTEIN
GTP-binding protein 10,CHEMBL6066355,SINGLE PROTEIN
Vesicular integral-membrane protein VIP36,CHEMBL6066356,SINGLE PROTEIN
Leucine-rich repeat-containing protein 47,CHEMBL6066357,SINGLE PROTEIN
A-kinase anchor protein 8-like,CHEMBL6066358,SINGLE PROTEIN
Partner of Y14 and mago,CHEMBL6066359,SINGLE PROTEIN
5'-3' exoribonuclease 2,CHEMBL6066360,SINGLE PROTEIN
Calcium-binding and coiled-coil domain-containing protein 2,CHEMBL6066361,SINGLE PROTEIN
Phosphoserine phosphatase,CHEMBL6066362,SINGLE PROTEIN
"Complement component 1 Q subcomponent-binding protein, mitochondrial",CHEMBL6066363,SINGLE PROTEIN
Transgelin-2,CHEMBL6066364,SINGLE PROTEIN
Transmembrane protein 120A,CHEMBL6066365,SINGLE PROTEIN
GEL complex subunit OPTI,CHEMBL6066366,SINGLE PROTEIN
Telomere repeats-binding bouquet formation protein 1,CHEMBL6066367,SINGLE PROTEIN
POTE ankyrin domain family member E,CHEMBL6066368,SINGLE PROTEIN
Cytochrome c oxidase subunit 6C,CHEMBL6066369,SINGLE PROTEIN
Protein FAM222B,CHEMBL6066370,SINGLE PROTEIN
"FAST kinase domain-containing protein 5, mitochondrial",CHEMBL6066371,SINGLE PROTEIN
GH3 domain-containing protein,CHEMBL6066372,SINGLE PROTEIN
Metaxin-2,CHEMBL6066373,SINGLE PROTEIN
Wolframin,CHEMBL6066374,SINGLE PROTEIN
Zinc finger CCCH-type antiviral protein 1-like,CHEMBL6066375,SINGLE PROTEIN
Histone H1.4,CHEMBL6066376,SINGLE PROTEIN
Telomere length regulation protein TEL2 homolog,CHEMBL6066377,SINGLE PROTEIN
THO complex subunit 2,CHEMBL6066378,SINGLE PROTEIN
THUMP domain-containing protein 1,CHEMBL6066379,SINGLE PROTEIN
Kelch domain-containing protein 2,CHEMBL6066380,SINGLE PROTEIN
Cyclin-dependent kinases regulatory subunit 2,CHEMBL6066381,SINGLE PROTEIN
Ceroid-lipofuscinosis neuronal protein 6,CHEMBL6066382,SINGLE PROTEIN
Cytochrome c oxidase subunit 6B1,CHEMBL6066383,SINGLE PROTEIN
Spliceosome-associated protein CWC15 homolog,CHEMBL6066384,SINGLE PROTEIN
"Aspartate--tRNA ligase, cytoplasmic",CHEMBL6066385,SINGLE PROTEIN
"FAST kinase domain-containing protein 1, mitochondrial",CHEMBL6066386,SINGLE PROTEIN
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,CHEMBL6066387,SINGLE PROTEIN
Leucine-rich repeat-containing G-protein coupled receptor 5,CHEMBL6066388,SINGLE PROTEIN
"Propionyl-CoA carboxylase alpha chain, mitochondrial",CHEMBL6066389,SINGLE PROTEIN
Exosome complex component RRP46,CHEMBL6066390,SINGLE PROTEIN
Fumarylacetoacetase,CHEMBL6066391,SINGLE PROTEIN
Small ribosomal subunit protein mS35,CHEMBL6066392,SINGLE PROTEIN
H/ACA ribonucleoprotein complex subunit 3,CHEMBL6066393,SINGLE PROTEIN
Serine/threonine-protein phosphatase 4 regulatory subunit 3A,CHEMBL6066394,SINGLE PROTEIN
Haloacid dehalogenase-like hydrolase domain-containing 5,CHEMBL6066395,SINGLE PROTEIN
Protein RER1,CHEMBL6066396,SINGLE PROTEIN
Acyl-CoA-binding protein,CHEMBL6066397,SINGLE PROTEIN
Polypyrimidine tract-binding protein 3,CHEMBL6066398,SINGLE PROTEIN
Integral membrane protein GPR180,CHEMBL6066399,SINGLE PROTEIN
"DNA-directed RNA polymerases I, II, and III subunit RPABC3",CHEMBL6066400,SINGLE PROTEIN
Ribonucleases P/MRP protein subunit POP1,CHEMBL6066401,SINGLE PROTEIN
RNA-binding protein 14,CHEMBL6066402,SINGLE PROTEIN
Catenin delta-1,CHEMBL6066403,SINGLE PROTEIN
DAZ-associated protein 1,CHEMBL6066404,SINGLE PROTEIN
Exosome complex component 10,CHEMBL6066405,SINGLE PROTEIN
COP9 signalosome complex subunit 1,CHEMBL6066406,SINGLE PROTEIN
Hematopoietic lineage cell-specific protein,CHEMBL6066407,SINGLE PROTEIN
Lysophospholipid acyltransferase 7,CHEMBL6066408,SINGLE PROTEIN
Kelch-like protein 6,CHEMBL6066409,SINGLE PROTEIN
Sorting nexin-9,CHEMBL6066410,SINGLE PROTEIN
Adenosine 3'-phospho 5'-phosphosulfate transporter 1,CHEMBL6066411,SINGLE PROTEIN
TELO2-interacting protein 1 homolog,CHEMBL6066412,SINGLE PROTEIN
Leucine-rich repeat-containing G-protein coupled receptor 6,CHEMBL6066413,SINGLE PROTEIN
E3 ubiquitin-protein ligase UBR2,CHEMBL6066414,SINGLE PROTEIN
Glutathione S-transferase LANCL1,CHEMBL6066415,SINGLE PROTEIN
Lysophospholipid acyltransferase 5,CHEMBL6066416,SINGLE PROTEIN
1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,CHEMBL6066417,SINGLE PROTEIN
Zinc finger protein with KRAB and SCAN domains 2,CHEMBL6066418,SINGLE PROTEIN
SERPINE1 mRNA-binding protein 1,CHEMBL6066419,SINGLE PROTEIN
"SRA stem-loop-interacting RNA-binding protein, mitochondrial",CHEMBL6066420,SINGLE PROTEIN
Tumor protein D54,CHEMBL6066421,SINGLE PROTEIN
Alpha-taxilin,CHEMBL6066423,SINGLE PROTEIN
Programmed cell death protein 5,CHEMBL6066424,SINGLE PROTEIN
Calreticulin,CHEMBL6066425,SINGLE PROTEIN
ER membrane protein complex subunit 2,CHEMBL6066426,SINGLE PROTEIN
M-phase phosphoprotein 6,CHEMBL6066427,SINGLE PROTEIN
AP-3 complex subunit sigma-1,CHEMBL6066428,SINGLE PROTEIN
Vesicle-associated membrane protein-associated protein A,CHEMBL6066429,SINGLE PROTEIN
Zinc finger protein 3 homolog,CHEMBL6066430,SINGLE PROTEIN
Tektin-1,CHEMBL6066431,SINGLE PROTEIN
Secretory carrier-associated membrane protein 3,CHEMBL6066432,SINGLE PROTEIN
Serpin B6,CHEMBL6066433,SINGLE PROTEIN
Selenocysteine lyase,CHEMBL6066434,SINGLE PROTEIN
Solute carrier family 22 member 18,CHEMBL6066435,SINGLE PROTEIN
Microtubule cross-linking factor 3,CHEMBL6066436,SINGLE PROTEIN
CSC1-like protein 1,CHEMBL6066437,SINGLE PROTEIN
"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",CHEMBL6066439,SINGLE PROTEIN
Small ribosomal subunit protein mS27,CHEMBL6066440,SINGLE PROTEIN
Protein unc-119 homolog A,CHEMBL6066441,SINGLE PROTEIN
Villin-1,CHEMBL6066442,SINGLE PROTEIN
Forkhead box protein K1,CHEMBL6066443,SINGLE PROTEIN
"HLA class I histocompatibility antigen, B alpha chain",CHEMBL6066444,SINGLE PROTEIN
Protein kinase C and casein kinase substrate in neurons protein 2,CHEMBL6066445,SINGLE PROTEIN
Choline transporter-like protein 1,CHEMBL6066446,SINGLE PROTEIN
Transaldolase,CHEMBL6066447,SINGLE PROTEIN
Nucleoporin NUP188,CHEMBL6066449,SINGLE PROTEIN
Testis-expressed protein 13A,CHEMBL6066450,SINGLE PROTEIN
Mitochondrial import inner membrane translocase subunit Tim9,CHEMBL6066451,SINGLE PROTEIN
Calcium-transporting ATPase type 2C member 1,CHEMBL6066452,SINGLE PROTEIN
Clathrin interactor 1,CHEMBL6066453,SINGLE PROTEIN
Radixin,CHEMBL6066454,SINGLE PROTEIN
Raftlin,CHEMBL6066455,SINGLE PROTEIN
Ras GTPase-activating protein-binding protein 2,CHEMBL6066456,SINGLE PROTEIN
"Cytochrome c oxidase subunit 5A, mitochondrial",CHEMBL6066457,SINGLE PROTEIN
Transcription initiation factor IIE subunit beta,CHEMBL6066458,SINGLE PROTEIN
Hemoglobin subunit gamma-1,CHEMBL6066459,SINGLE PROTEIN
"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",CHEMBL6066460,SINGLE PROTEIN
Small ribosomal subunit protein mS22,CHEMBL6066461,SINGLE PROTEIN
Nestin,CHEMBL6066462,SINGLE PROTEIN
Squamous cell carcinoma antigen recognized by T-cells 3,CHEMBL6066463,SINGLE PROTEIN
"Keratin, type I cytoskeletal 18",CHEMBL6066464,SINGLE PROTEIN
Fatty acyl-CoA reductase 1,CHEMBL6066465,SINGLE PROTEIN
Mitochondrial fission 1 protein,CHEMBL6066466,SINGLE PROTEIN
Glutaredoxin-3,CHEMBL6066467,SINGLE PROTEIN
EKC/KEOPS complex subunit LAGE3,CHEMBL6066468,SINGLE PROTEIN
MMS19 nucleotide excision repair protein homolog,CHEMBL6066469,SINGLE PROTEIN
Large ribosomal subunit protein mL37,CHEMBL6066470,SINGLE PROTEIN
"NAD(P) transhydrogenase, mitochondrial",CHEMBL6066471,SINGLE PROTEIN
WD repeat-containing protein 1,CHEMBL6066472,SINGLE PROTEIN
BRO1 domain-containing protein BROX,CHEMBL6066473,SINGLE PROTEIN
Secretory carrier-associated membrane protein 2,CHEMBL6066474,SINGLE PROTEIN
SEC23-interacting protein,CHEMBL6066475,SINGLE PROTEIN
Metal cation symporter ZIP14,CHEMBL6066476,SINGLE PROTEIN
Hepatocyte nuclear factor 1-alpha,CHEMBL6066477,SINGLE PROTEIN
Putative methyltransferase C9orf114,CHEMBL6066478,SINGLE PROTEIN
Transmembrane 9 superfamily member 3,CHEMBL6066479,SINGLE PROTEIN
Glycerol-3-phosphate phosphatase,CHEMBL6066480,SINGLE PROTEIN
ATP-dependent RNA helicase DDX24,CHEMBL6066481,SINGLE PROTEIN
Protein FAM83B,CHEMBL6066482,SINGLE PROTEIN
Transport and Golgi organization protein 1 homolog,CHEMBL6066483,SINGLE PROTEIN
mRNA turnover protein 4 homolog,CHEMBL6066484,SINGLE PROTEIN
AP-2 complex subunit sigma,CHEMBL6066485,SINGLE PROTEIN
Actin-related protein 2/3 complex subunit 5-like protein,CHEMBL6066486,SINGLE PROTEIN
Regulator of nonsense transcripts 1,CHEMBL6066487,SINGLE PROTEIN
Vacuole membrane protein 1,CHEMBL6066488,SINGLE PROTEIN
Mitotic deacetylase-associated SANT domain protein,CHEMBL6066489,SINGLE PROTEIN
Parathymosin,CHEMBL6066490,SINGLE PROTEIN
Signal peptidase complex subunit 3,CHEMBL6066491,SINGLE PROTEIN
Synaptogyrin-2,CHEMBL6066492,SINGLE PROTEIN
EKC/KEOPS complex subunit TPRKB,CHEMBL6066493,SINGLE PROTEIN
Ribosome biogenesis protein BRX1 homolog,CHEMBL6066494,SINGLE PROTEIN
"Fumarate hydratase, mitochondrial",CHEMBL6066495,SINGLE PROTEIN
Copine-4,CHEMBL6066496,SINGLE PROTEIN
Mismatch repair endonuclease PMS2,CHEMBL6066497,SINGLE PROTEIN
Reticulocalbin-1,CHEMBL6066498,SINGLE PROTEIN
"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",CHEMBL6066499,SINGLE PROTEIN
Tubulin-specific chaperone D,CHEMBL6066500,SINGLE PROTEIN
Heterogeneous nuclear ribonucleoprotein U-like protein 2,CHEMBL6066501,SINGLE PROTEIN
Carboxymethylenebutenolidase homolog,CHEMBL6066502,SINGLE PROTEIN
Importin-7,CHEMBL6066503,SINGLE PROTEIN
Leupaxin,CHEMBL6066504,SINGLE PROTEIN
Microtubule-associated protein RP/EB family member 2,CHEMBL6066505,SINGLE PROTEIN
Endoplasmic reticulum metallopeptidase 1,CHEMBL6066506,SINGLE PROTEIN
Rab GDP dissociation inhibitor beta,CHEMBL6066507,SINGLE PROTEIN
Translation initiation factor eIF2B subunit alpha,CHEMBL6066508,SINGLE PROTEIN
Leukocyte elastase inhibitor,CHEMBL6066509,SINGLE PROTEIN
Zinc transporter ZIP3,CHEMBL6066510,SINGLE PROTEIN
Sodium-dependent multivitamin transporter,CHEMBL6066511,SINGLE PROTEIN
Nucleolysin TIAR,CHEMBL6066512,SINGLE PROTEIN
Tubulin--tyrosine ligase-like protein 12,CHEMBL6066513,SINGLE PROTEIN
ORM1-like protein 3,CHEMBL6066515,SINGLE PROTEIN
Coiled-coil domain-containing protein 22,CHEMBL6066516,SINGLE PROTEIN
Macrosialin,CHEMBL6066517,SINGLE PROTEIN
Eukaryotic translation initiation factor 3 subunit B,CHEMBL6066518,SINGLE PROTEIN
Acidic fibroblast growth factor intracellular-binding protein,CHEMBL6066519,SINGLE PROTEIN
Voltage-gated potassium channel subunit beta-2,CHEMBL6066520,SINGLE PROTEIN
Glutathione synthetase,CHEMBL6066521,SINGLE PROTEIN
Kinectin,CHEMBL6066522,SINGLE PROTEIN
Ubiquitin-fold modifier 1,CHEMBL6066523,SINGLE PROTEIN
Vesicle transport protein USE1,CHEMBL6066524,SINGLE PROTEIN
Protein VAC14 homolog,CHEMBL6066525,SINGLE PROTEIN
Protein SGT1 homolog,CHEMBL6066526,SINGLE PROTEIN
2-hydroxyacyl-CoA lyase 2,CHEMBL6066527,SINGLE PROTEIN
Pleckstrin homology domain-containing family G member 3,CHEMBL6066528,SINGLE PROTEIN
NBAS subunit of NRZ tethering complex,CHEMBL6066529,SINGLE PROTEIN
Cytosolic acyl coenzyme A thioester hydrolase,CHEMBL6066532,SINGLE PROTEIN
Angiotensin-converting enzyme/Ribosomal RNA small subunit methyltransferase NEP1,CHEMBL6066541,PROTEIN COMPLEX
Catenin beta-1/Protein Wnt-3a,CHEMBL6066542,PROTEIN COMPLEX
Coagulation factor V/Coagulation factor X/Serine/threonine-protein kinase BRSK2,CHEMBL6066543,PROTEIN COMPLEX
Cytochrome P450 1A2/2C18/2C19,CHEMBL6066546,PROTEIN FAMILY
Dual specificity protein kinase CLK1/CLK2,CHEMBL6066547,PROTEIN FAMILY
"Glutamate receptor ionotropic, NMDA 1/2C/3B",CHEMBL6066548,PROTEIN COMPLEX
Histone acetyltransferase p300/Myocyte-specific enhancer factor 2D,CHEMBL6066549,PROTEIN COMPLEX
Histone-binding protein RBBP4/Histone-lysine N-methyltransferase EZH2/Polycomb protein EED/Polycomb protein SUZ12/Zinc finger protein AEBP2,CHEMBL6066550,PROTEIN COMPLEX
Histone-binding protein RBBP4/Polycomb protein EED/Polycomb protein SUZ12/Zinc finger protein AEBP2,CHEMBL6066551,PROTEIN COMPLEX
Mitogen-activated protein kinase 14/Mitogen-activated protein kinase 1,CHEMBL6066552,PROTEIN FAMILY
Mitogen-activated protein kinase 14/MAP kinase-activated protein kinase 5,CHEMBL6066553,PROTEIN FAMILY
Neprilysin/Angiotensin-converting enzyme,CHEMBL6066554,PROTEIN COMPLEX
Sentrin-specific protease 1/Small ubiquitin-related modifier 1,CHEMBL6066555,PROTEIN COMPLEX
Sentrin-specific protease 2/Small ubiquitin-related modifier 1,CHEMBL6066556,PROTEIN COMPLEX
Sentrin-specific protease 2/Small ubiquitin-related modifier 2,CHEMBL6066557,PROTEIN COMPLEX
Small ubiquitin-related modifier 1/2,CHEMBL6066558,PROTEIN FAMILY
Sodium/potassium-transporting ATPase subunit alpha-1/beta-1,CHEMBL6066559,PROTEIN COMPLEX
Sodium/potassium-transporting ATPase subunit alpha-2/beta-1,CHEMBL6066560,PROTEIN COMPLEX
Sodium/potassium-transporting ATPase subunit alpha-2/beta-2,CHEMBL6066561,PROTEIN COMPLEX
Sodium/potassium-transporting ATPase subunit alpha-2/beta-3,CHEMBL6066562,PROTEIN COMPLEX
Tyrosine-protein kinase BTK/Tyrosine-protein kinase Fyn,CHEMBL6066563,PROTEIN FAMILY
Tyrosine-protein kinase BTK/Tyrosine-protein kinase Lck,CHEMBL6066564,PROTEIN FAMILY
Tyrosine-protein kinase BTK/Tyrosine-protein kinase Lyn,CHEMBL6066565,PROTEIN FAMILY
Tyrosine-protein kinase Mer/Tyrosine-protein kinase receptor UFO,CHEMBL6066566,PROTEIN FAMILY
Voltage-dependent L-type calcium channel subunit alpha-1C/L-type calcium channel subunit beta-3/calcium channel subunit alpha-2/delta-1,CHEMBL6066567,PROTEIN COMPLEX
Integrin alpha-5/beta-8,CHEMBL6066568,PROTEIN COMPLEX
Integrin alpha-5/alpha-8,CHEMBL6066569,PROTEIN COMPLEX
Integrin alpha-5/beta-6,CHEMBL6066570,PROTEIN COMPLEX
Integrin alpha-5/beta-6/beta-8,CHEMBL6066571,PROTEIN COMPLEX
Baculoviral IAP repeat-containing protein 2/E3 ubiquitin-protein ligase XIAP,CHEMBL6066572,PROTEIN FAMILY
Baculoviral IAP repeat-containing protein 3/E3 ubiquitin-protein ligase XIAP,CHEMBL6066573,PROTEIN FAMILY
Baculoviral IAP repeat-containing protein 2/Baculoviral IAP repeat-containing protein 3/E3 ubiquitin-protein ligase XIAP,CHEMBL6066574,PROTEIN FAMILY
Programmed cell death 1 ligand 1/2,CHEMBL6066575,PROTEIN FAMILY
Induced myeloid leukemia cell differentiation protein Mcl-1/Phorbol-12-myristate-13-acetate-induced protein 1,CHEMBL6066576,PROTEIN COMPLEX
Histone acetyltransferase p300/Histone acetyltransferase type B catalytic subunit,CHEMBL6066577,PROTEIN COMPLEX
ATR-interacting protein/DNA topoisomerase 2-binding protein 1/Dual specificity protein kinase CLK2/Serine/threonine-protein kinase ATR,CHEMBL6066578,PROTEIN COMPLEX
Apoptosis regulator Bcl-2/Beclin-1,CHEMBL6066579,PROTEIN COMPLEX
AP-4 complex subunit sigma-1,CHEMBL6066580,SINGLE PROTEIN
Lipopolysaccharide-induced tumor necrosis factor-alpha factor,CHEMBL6066581,SINGLE PROTEIN
Histone deacetylase 4/Myocyte-specific enhancer factor 2D,CHEMBL6066585,PROTEIN COMPLEX
Integrin alpha-8/beta-1,CHEMBL6066586,PROTEIN COMPLEX
Histone-binding protein RBBP4/Histone-lysine N-methyltransferase EZH2/Polycomb protein EED/Polycomb protein SUZ12,CHEMBL6066587,PROTEIN COMPLEX
Prostate cancer organoid,CHEMBL6066602,3D CELL CULTURE
Pancreatic cancer organoid,CHEMBL6066603,3D CELL CULTURE
1205Lu,CHEMBL6066726,CELL-LINE
537-mel,CHEMBL6066727,CELL-LINE
888-mel,CHEMBL6066728,CELL-LINE
J.gamma1,CHEMBL6066729,CELL-LINE
GEO,CHEMBL6066730,CELL-LINE
HSC-6,CHEMBL6066732,CELL-LINE
HMC3,CHEMBL6066733,CELL-LINE
HCC2302,CHEMBL6066734,CELL-LINE
Eca-109/VCR,CHEMBL6066735,CELL-LINE
BT-12,CHEMBL6066736,CELL-LINE
CHLA-266,CHEMBL6066737,CELL-LINE
ECC-1,CHEMBL6066738,CELL-LINE
DiFi,CHEMBL6066739,CELL-LINE
HuH-1,CHEMBL6066740,CELL-LINE
HuH-6,CHEMBL6066741,CELL-LINE
UW228,CHEMBL6066747,CELL-LINE
USPC-ARK-1,CHEMBL6066748,CELL-LINE
SW-403,CHEMBL6066749,CELL-LINE
SPEC-2,CHEMBL6066750,CELL-LINE
Rh41,CHEMBL6066751,CELL-LINE
KKUM213,CHEMBL6066753,CELL-LINE
PC-9/ER,CHEMBL6066754,CELL-LINE
M24met,CHEMBL6066755,CELL-LINE
OPM-2/BTZ,CHEMBL6066756,CELL-LINE
Lenvatinib-resistant Hep3B/Len,CHEMBL6066757,CELL-LINE
Lenvatinib-resistant Huh7/Len,CHEMBL6066758,CELL-LINE
ANBL-6,CHEMBL6066759,CELL-LINE
BT-245,CHEMBL6066760,CELL-LINE
LN-229-Luc,CHEMBL6066761,CELL-LINE
CC-LP-1,CHEMBL6066762,CELL-LINE
G411,CHEMBL6066763,CELL-LINE
HCC1428,CHEMBL6066764,CELL-LINE
HCC827ER,CHEMBL6066765,CELL-LINE
HCT 116 TP53(-/-),CHEMBL6066766,CELL-LINE
HS-SY-2,CHEMBL6066767,CELL-LINE
J-Lat 6.3,CHEMBL6066768,CELL-LINE
KKU-M055,CHEMBL6066769,CELL-LINE
MGH121,CHEMBL6066770,CELL-LINE
Panc 04.03,CHEMBL6066771,CELL-LINE
Panc 02.03,CHEMBL6066772,CELL-LINE
SK-OV-3/CDDP,CHEMBL6066773,CELL-LINE
UT-SCC-74B,CHEMBL6066774,CELL-LINE
C8161,CHEMBL6066775,CELL-LINE
CCC-HPF-1,CHEMBL6066776,CELL-LINE
D458 Med,CHEMBL6066777,CELL-LINE
D425 Med,CHEMBL6066778,CELL-LINE
Gemcitabine-resistant PANC-1,CHEMBL6066779,CELL-LINE
HCC2429,CHEMBL6066780,CELL-LINE
NB-1691,CHEMBL6066781,CELL-LINE
NCI-H2228-Luc,CHEMBL6066782,CELL-LINE
RT112/84,CHEMBL6066783,CELL-LINE
