molecule_chembl_id,std_smiles,standard_type,IC50_nM,n_mediciones,pActividad,activo,MW,LogP,HBD,HBA,TPSA,RotBonds,QED,lipinski_ok,es_pains,razon_pains
CHEMBL5777725,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CCN3)NN1,IC50,27.0,1,7.568636235841011,1,589.51,6.99,5,8,100.07,7,0.157,False,False,
CHEMBL5873071,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CN(C(=O)CO)C3)NN1,IC50,2.0,1,8.698970004336019,1,647.54,5.86,5,9,128.58,8,0.16,False,False,
CHEMBL5885084,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CN(C2COC2)C3)NN1,IC50,9.0,1,8.045757490560675,1,645.57,6.74,4,9,100.51,8,0.166,False,False,
CHEMBL5963322,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CNC3)NN1,IC50,2.0,1,8.698970004336019,1,589.51,6.63,5,8,100.07,7,0.164,False,False,
CHEMBL5993206,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CNN3C)NN1,IC50,12.0,1,7.920818753952375,1,604.52,6.48,5,9,103.31,7,0.162,False,False,
CHEMBL5918532,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccn3nccc23)NN1,IC50,5.0,1,8.301029995663981,1,588.48,6.67,4,8,105.34,7,0.167,False,False,
CHEMBL5777370,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccnc2Cl)NN1,IC50,9.0,1,8.045757490560675,1,583.89,7.07,4,8,100.93,7,0.171,False,False,
CHEMBL5860809,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2ccnn2C)NN1,IC50,6.0,1,8.221848749616356,1,552.45,5.76,4,8,105.86,7,0.23,False,False,
CHEMBL5881396,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cnc(Cl)cc2Cl)NN1,IC50,80.0,1,7.096910013008055,1,618.33,7.73,4,8,100.93,7,0.156,False,False,
CHEMBL5807191,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cncc(C(=O)N3CCCC3)c2)NN1,IC50,14.0,1,7.853871964321761,1,646.56,6.65,4,9,121.24,8,0.167,False,False,
CHEMBL5811490,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cncn2C)NN1,IC50,30.0,1,7.522878745280337,1,552.45,5.76,4,8,105.86,7,0.23,False,False,
CHEMBL5809188,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cnco2)NN1,IC50,39.0,1,7.4089353929735,1,539.4,6.01,4,9,114.07,7,0.224,False,False,
CHEMBL5871812,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cncs2)NN1,IC50,14.0,1,7.853871964321761,1,555.47,6.48,4,9,100.93,7,0.206,False,False,
CHEMBL5994362,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cocn2)NN1,IC50,13.0,1,7.886056647693162,1,539.4,6.01,4,9,114.07,7,0.224,False,False,
CHEMBL5975976,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2csc(N3CCOCC3)n2)NN1,IC50,14.0,1,7.853871964321761,1,640.58,6.32,4,11,113.4,8,0.175,False,False,
CHEMBL5914358,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2csc3c2CCN(C)C3)NN1,IC50,3.0,1,8.522878745280337,1,623.59,7.07,4,9,91.28,7,0.174,False,False,
CHEMBL5863579,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2csc3c2CCNC3)NN1,IC50,3.0,1,8.522878745280337,1,609.56,6.73,5,9,100.07,7,0.157,False,False,
CHEMBL5920011,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cscn2)NN1,IC50,5.0,1,8.301029995663981,1,555.47,6.48,4,9,100.93,7,0.206,False,False,
CHEMBL6065436,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4cnc(F)c(F)c4)c3c2)c2cccc3c2CCN3)NN1,IC50,17.0,1,7.769551078621725,1,574.04,5.87,5,9,112.96,7,0.173,False,False,
CHEMBL5908279,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4cnc(F)c(F)c4)c3c2)c2cccnc2)NN1,IC50,7.0,1,8.154901959985743,1,533.97,5.3,4,9,113.82,7,0.235,False,False,
CHEMBL5786982,CC(C)N1CC2(CN(c3ccc4ncnc(Nc5cccc(Cl)c5F)c4c3)C(=O)O2)C1,IC50,0.114,1,9.943095148663527,1,441.89,4.59,1,6,70.59,4,0.638,True,False,
CHEMBL6033572,CC(C)N1CCC(C)(c2ccc(Nc3nc(N4CCC[C@@H](N5CCN(C)C5=O)C4)cnc3C(N)=O)cc2)CC1,IC50,5500.0,1,5.259637310505755,0,534.71,3.42,2,7,110.93,7,0.56,True,False,
CHEMBL5800035,CC(C)N1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)N(C)C)C4)cnc3C(N)=O)cc2)CC1,IC50,5500.0,1,5.259637310505755,0,508.67,3.15,3,7,119.72,7,0.526,True,False,
CHEMBL3233791,CC(C)N1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,IC50,2.0,1,8.698970004336019,1,489.02,4.75,2,7,73.39,7,0.468,True,False,
CHEMBL6022600,CC(C)N1CCN(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cccnc4)c2)n3CC(C)(C)O)CC1,IC50,217.0,1,6.66354026615147,1,513.65,3.47,2,6,102.64,6,0.409,True,False,
CHEMBL2005186,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,Ki,1995.26,1,5.7000005038830155,0,452.52,4.82,3,6,104.82,7,0.327,True,False,
CHEMBL490987,CC(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,IC50,1000.0,1,5.999999999999999,0,390.42,2.84,1,6,115.61,7,0.441,True,False,
CHEMBL3344213,CC(C)NC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,39.2,1,7.406713932979542,1,609.12,7.09,2,8,106.35,11,0.164,False,False,
CHEMBL3622670,CC(C)NC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,7.0,1,8.154901959985743,1,499.97,4.83,3,7,97.4,9,0.363,True,False,
CHEMBL5567355,CC(C)NC/C=C/C(=O)Nc1ccc2ncnc3c2c1C=CN3c1ccc(OCc2ccccn2)c(Cl)c1,IC50,0.75,1,9.124938736608298,1,527.03,5.87,2,7,92.27,9,0.263,False,False,
CHEMBL5575930,CC(C)NC/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(OCc2ccccn2)c(Cl)c1,IC50,0.7,1,9.154901959985741,1,529.04,5.44,2,7,92.27,9,0.279,False,False,
CHEMBL1682553,CC(C)Nc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,Ki,1800.0,1,5.7447274948966935,0,292.35,3.09,2,4,70.9,3,0.608,True,False,
CHEMBL5403085,CC(C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)N1CC(C(C)(C)O)C1,IC50,51.0,1,7.292429823902062,1,540.65,2.48,3,10,155.23,9,0.369,True,False,
CHEMBL2443139,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,IC50,10.0,1,8.0,1,466.54,4.19,4,8,120.09,7,0.409,True,False,
CHEMBL109759,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,5000.0,1,5.301029995663981,0,363.25,4.12,1,4,59.81,3,0.76,True,False,
CHEMBL247866,CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12,IC50,1029.0,1,5.987584625237567,0,442.56,5.85,1,6,63.42,8,0.369,True,False,
CHEMBL1645468,CC(C)Nc1ncnn2ccc(CN3CCC(N)CC3)c12,IC50,1000.0,1,5.999999999999999,0,288.4,1.47,2,5,71.48,4,0.891,True,False,
CHEMBL402293,CC(C)O/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,14.0,1,7.853871964321761,1,419.46,4.1,2,7,103.24,7,0.345,True,False,
CHEMBL1989029,CC(C)OC1=NNC(=O)C1=Cc1c[nH]c2ccccc12,Ki,1995.26,1,5.7000005038830155,0,269.3,2.42,2,3,66.48,2,0.822,True,True,ene_five_het_A(201)
CHEMBL4450824,CC(C)OCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,1.54,1,8.812479279163536,1,501.99,5.03,2,7,88.61,11,0.281,False,False,
CHEMBL4163707,CC(C)Oc1cc(-c2nc(CN3CCN(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,IC50,1000.0,1,5.999999999999999,0,656.28,6.46,2,11,112.58,11,0.187,False,False,
CHEMBL4160581,CC(C)Oc1cc(-c2nc(CN3CCN(CCO)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,IC50,1000.0,1,5.999999999999999,0,686.3,5.82,3,12,132.81,13,0.157,False,False,
CHEMBL4869634,CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,IC50,1970.0,1,5.705533773838406,0,486.55,4.41,2,7,92.27,6,0.417,True,False,
CHEMBL3981747,CC(C)Oc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,IC50,100.0,1,7.0,1,742.88,8.97,2,8,99.92,10,0.144,False,False,
CHEMBL5401625,CC(C)Oc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)N1CC(C(C)(C)O)C1,IC50,5000.0,1,5.301029995663981,0,541.63,2.45,2,10,152.43,9,0.413,True,False,
CHEMBL3937297,CC(C)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,IC50,50.0,1,7.30102999566398,1,477.39,5.18,1,7,68.74,7,0.503,True,False,
CHEMBL3959638,CC(C)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCO1,IC50,50.0,1,7.30102999566398,1,463.37,4.83,2,7,77.53,7,0.52,True,False,
CHEMBL3805177,CC(C)Oc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,100.0,1,7.0,1,416.82,4.49,1,8,108.64,5,0.478,True,False,
CHEMBL3805949,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2,IC50,300.0,1,6.5228787452803365,1,380.38,3.94,1,7,89.29,4,0.733,True,False,
CHEMBL3805283,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,IC50,29.1,1,7.536107011014091,1,389.81,4.72,1,6,65.5,4,0.696,True,False,
CHEMBL3805383,CC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,82.5,1,7.083546051450074,1,400.37,3.98,1,8,108.64,5,0.506,True,False,
CHEMBL5756072,CC(C)Oc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c2c1OCCO2,IC50,200.0,1,6.698970004336019,1,495.94,6.3,1,7,74.73,7,0.322,True,False,
CHEMBL6031178,CC(C)Oc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C3CCN(C(C)(C)C)CC3)NN2)cn1,IC50,53.0,1,7.275724130399211,1,704.68,8.06,4,10,113.4,9,0.137,False,False,
CHEMBL460990,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)CNC2=O,IC50,10000.0,1,5.0,0,426.52,4.58,2,3,63.49,4,0.502,True,False,
CHEMBL2064390,CC(C)Oc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,IC50,3000.0,1,5.522878745280337,0,463.54,3.79,1,8,94.65,8,0.422,True,False,
CHEMBL4746770,CC(C)Oc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,IC50,0.6,1,9.221848749616356,1,372.47,5.59,2,4,62.83,6,0.463,True,False,
CHEMBL5750602,CC(C)Oc1ccccc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,IC50,5500.0,1,5.259637310505755,0,470.58,4.91,2,6,107.95,7,0.397,True,False,
CHEMBL5959323,CC(C)Oc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1,IC50,35.0,1,7.455931955649724,1,704.68,8.06,4,10,113.4,9,0.137,False,False,
CHEMBL2148046,CC(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,IC50,53.0,1,7.275724130399211,1,596.03,5.58,2,7,115.21,10,0.246,False,False,
CHEMBL214487,CC(C)S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,18.0,1,7.744727494896693,1,609.12,6.92,2,8,106.35,12,0.147,False,False,
CHEMBL5412305,CC(C)S(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,IC50,3.4,1,8.468521082957745,1,579.73,5.82,2,8,105.04,10,0.215,False,False,
CHEMBL3893810,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2)ncc1Cl,IC50,593.0,1,6.226945306635737,1,497.93,5.52,2,7,96.34,7,0.329,True,False,
CHEMBL3921664,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(F)cc2)ncc1Cl,IC50,570.0,1,6.2441251443275085,1,447.92,4.64,2,7,96.34,7,0.404,True,False,
CHEMBL3913728,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(OC(F)(F)F)cc2)ncc1Cl,IC50,898.0,1,6.046723663332695,1,513.93,5.4,2,8,105.57,8,0.307,False,False,
CHEMBL3934594,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2cccc(C(F)(F)F)c2)ncc1Cl,IC50,460.0,1,6.337242168318426,1,497.93,5.52,2,7,96.34,7,0.329,True,False,
CHEMBL5192545,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc3c(NC(=O)CN(C)C)n[nH]c3c2)ncc1Cl,IC50,1000.0,1,5.999999999999999,0,543.05,4.18,4,9,145.0,9,0.245,True,False,
CHEMBL5208148,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc3c(NC(=O)CN4CCCC4)n[nH]c3c2)ncc1Cl,IC50,1000.0,1,5.999999999999999,0,569.09,4.71,4,9,145.0,9,0.225,True,False,
CHEMBL3357439,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl,IC50,1000.0,1,5.999999999999999,0,474.97,3.7,4,8,139.1,8,0.387,True,False,
CHEMBL2003657,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,Ki,63.1,1,7.199970640755865,1,455.54,4.39,1,6,95.28,4,0.434,True,False,
CHEMBL4092491,CC(C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,IC50,1021.0,1,5.990974257913089,0,503.53,5.88,3,6,105.24,6,0.388,False,False,
CHEMBL504173,CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,IC50,1000.0,1,5.999999999999999,0,272.35,3.03,2,3,87.11,4,0.652,True,False,
CHEMBL89723,CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,IC50,9500.0,1,5.0222763947111515,0,355.87,5.79,2,2,49.33,3,0.685,True,False,
CHEMBL85021,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,IC50,400.0,1,6.3979400086720375,1,321.42,5.13,2,2,49.33,3,0.77,True,False,
CHEMBL3234757,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,IC50,160.0,1,6.795880017344074,1,578.64,5.96,3,5,93.36,7,0.252,False,False,
CHEMBL4795888,CC(C)c1ccc(C2N=C(C(N)=O)c3ncn(-c4ccc(F)cc4)c3N2)cc1,IC50,710.0,1,6.1487416512809245,1,377.42,3.53,2,4,85.3,4,0.729,True,False,
CHEMBL435662,CC(C)c1ccc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)cc1,IC50,1000.0,1,5.999999999999999,0,407.47,4.9,4,6,99.02,7,0.329,True,True,mannich_A(296)
CHEMBL5193175,CC(C)c1ccc(Cn2cc(-c3cc(-c4ccc(Br)cc4)nc(N)n3)c3ccccc32)cc1,IC50,94.0,1,7.026872146400301,1,497.44,7.28,1,3,56.73,5,0.278,True,False,
CHEMBL5206444,CC(C)c1ccc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.2,1,9.698970004336017,1,542.68,3.67,2,9,111.55,7,0.462,True,False,
CHEMBL5196495,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.2,1,9.698970004336017,1,556.71,4.06,2,9,111.55,7,0.445,True,False,
CHEMBL5208737,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@](C)(O)[C@@H](F)C4)n3)cc12,IC50,0.4,1,9.397940008672037,1,556.71,4.06,2,9,111.55,7,0.445,True,False,
CHEMBL5185207,CC(C)c1ccc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.5,1,9.301029995663981,1,480.59,3.76,3,8,97.64,5,0.508,True,False,
CHEMBL589589,CC(C)c1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,IC50,750.0,1,6.1249387366083,1,379.33,5.35,1,2,32.34,8,0.628,True,False,
CHEMBL5631544,CC(C)c1ccc(Nc2ncnc3cc(NC(=O)Nc4ccccc4)ccc23)cc1,IC50,479.0,1,6.319664486585436,1,397.48,6.14,3,4,78.94,5,0.378,True,False,
CHEMBL4061372,CC(C)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,IC50,150.0,1,6.823908740944318,1,427.58,5.98,3,4,61.87,6,0.329,True,False,
CHEMBL5872316,CC(C)c1ccccc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,IC50,5500.0,1,5.259637310505755,0,454.58,5.24,2,5,98.72,6,0.415,True,False,
CHEMBL5169349,CC(C)c1cnc(N2CC(C#N)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,17.0,1,7.769551078621725,1,476.56,3.55,2,9,114.09,5,0.57,True,False,
CHEMBL5170376,CC(C)c1cnc(N2CC(C(=O)N(C)C)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.9,1,9.045757490560675,1,522.63,3.11,2,9,110.61,6,0.504,True,False,
CHEMBL5173517,CC(C)c1cnc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.1,1,10.0,1,543.67,3.07,2,10,124.44,7,0.459,True,False,
CHEMBL5203267,CC(C)c1cnc(N2CC(O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,3.6,1,8.443697499232712,1,467.55,2.77,3,9,110.53,5,0.522,True,False,
CHEMBL5208679,CC(C)c1cnc(N2CCC2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,2.1,1,8.67778070526608,1,451.55,3.8,2,8,90.3,5,0.606,True,False,
CHEMBL5189778,CC(C)c1cnc(N2CCCC2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,52.0,1,7.2839966563652,1,465.58,4.19,2,8,90.3,5,0.58,True,False,
CHEMBL5174629,CC(C)c1cnc(N2CC[C@@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,106.0,1,6.974694134735229,1,465.58,4.18,2,8,90.3,5,0.58,True,False,
CHEMBL5195164,CC(C)c1cnc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.3,1,9.522878745280336,1,465.58,4.18,2,8,90.3,5,0.58,True,False,
CHEMBL5200991,CC(C)c1cnc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.2,1,9.698970004336017,1,557.7,3.46,2,10,124.44,7,0.446,True,False,
CHEMBL5207390,CC(C)c1cnc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,0.3,1,9.522878745280336,1,481.58,3.16,3,9,110.53,5,0.506,True,False,
CHEMBL5408900,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,IC50,20.0,1,7.698970004336018,1,500.65,6.79,1,6,58.87,8,0.254,False,False,
CHEMBL5182741,CC(C)c1ncc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,2.2,1,8.657577319177793,1,465.58,4.18,2,8,90.3,5,0.58,True,False,
CHEMBL5172587,CC(C)c1ncc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,1.8,1,8.744727494896694,1,481.58,3.16,3,9,110.53,5,0.506,True,False,
CHEMBL5281446,CC(C)c1nn(C(C)C)c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc12,Ki,24.0,1,7.619788758288393,1,466.57,3.87,1,8,120.48,7,0.436,True,False,
CHEMBL5184941,CC(C)c1nnc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,16.0,1,7.795880017344074,1,466.57,3.58,2,9,103.19,5,0.584,True,False,
CHEMBL1977374,CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,Ki,794.33,1,6.0999990348465305,1,380.4,4.0,0,4,60.9,3,0.539,True,False,
CHEMBL606403,CC(C)c1nsc(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)n1,IC50,129.0,1,6.88941028970075,1,469.37,5.36,2,7,92.69,5,0.409,True,False,
CHEMBL3734934,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,Ki,0.53,1,9.27572413039921,1,401.45,1.95,3,8,112.22,5,0.595,True,False,
CHEMBL3678959,CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,5.0,1,8.301029995663981,1,448.62,4.65,2,7,74.14,6,0.569,True,True,anil_di_alk_A(478)
CHEMBL3678950,CC(C)n1c(Nc2ccc(Br)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,1.0,1,8.999999999999998,1,521.47,5.41,2,7,74.14,6,0.352,False,True,anil_di_alk_A(478)
CHEMBL3678956,CC(C)n1c(Nc2ccc(C(=O)Nc3cccc(F)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,10.0,1,8.0,1,579.68,6.04,3,8,103.24,8,0.205,False,True,anil_di_alk_A(478)
CHEMBL3678957,CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,5.0,1,8.301029995663981,1,510.57,5.67,2,7,74.14,6,0.347,False,True,anil_di_alk_A(478)
CHEMBL3674148,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,IC50,1.0,1,8.999999999999998,1,538.03,4.58,3,8,103.24,7,0.315,True,False,
CHEMBL3674151,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,IC50,4.0,1,8.397940008672036,1,556.02,4.72,3,8,103.24,7,0.301,True,False,
CHEMBL3678949,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,3.0,1,8.522878745280337,1,495.01,5.44,2,7,74.14,6,0.369,True,True,anil_di_alk_A(478)
CHEMBL3678955,CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,5.0,1,8.301029995663981,1,629.14,7.08,4,8,115.27,8,0.144,False,True,anil_di_alk_A(478)
