molecule_chembl_id,std_smiles,standard_type,IC50_nM,n_mediciones,pActividad,activo,MW,LogP,HBD,HBA,TPSA,RotBonds,QED,lipinski_ok,es_pains,razon_pains
CHEMBL3416599,Brc1cc2c(NCc3ccccc3)ncnc2s1,IC50,241.0,1,6.617982957425131,1,320.22,4.07,1,4,37.81,3,0.79,True,False,
CHEMBL3416616,Brc1cc2c(NCc3ccccn3)ncnc2s1,IC50,7904.0,1,5.102153068420428,0,321.2,3.46,1,5,50.7,3,0.803,True,False,
CHEMBL3416615,Brc1cc2c(NCc3cccnc3)ncnc2s1,IC50,10000.0,1,5.0,0,321.2,3.46,1,5,50.7,3,0.803,True,False,
CHEMBL3416619,Brc1cc2c(NCc3cccs3)ncnc2s1,IC50,1374.0,1,5.862013267276468,0,326.24,4.13,1,5,37.81,3,0.786,True,False,
CHEMBL3416614,Brc1cc2c(NCc3ccncc3)ncnc2s1,IC50,3883.0,1,5.410832609453951,0,321.2,3.46,1,5,50.7,3,0.803,True,False,
CHEMBL3416440,Brc1cc2c(Nc3cccc(OCc4ccccc4)c3)ncnc2s1,IC50,10000.0,1,5.0,0,412.31,5.78,1,5,47.04,5,0.452,True,False,
CHEMBL3416621,Brc1cc2c(Nc3ccccc3)ncnc2s1,IC50,80.0,1,7.096910013008055,1,306.19,4.2,1,4,37.81,2,0.771,True,False,
CHEMBL2325098,Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,IC50,710.0,1,6.1487416512809245,1,427.35,6.96,0,2,15.6,3,0.345,True,False,
CHEMBL2325091,Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,IC50,490.0,1,6.309803919971485,1,427.35,6.96,0,2,15.6,3,0.345,True,False,
CHEMBL1821878,Brc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,IC50,8950.0,1,5.048176964684088,0,539.3,7.69,0,4,28.49,4,0.266,False,False,
CHEMBL1928712,Brc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,IC50,3130.0,1,5.504455662453551,0,484.2,6.51,2,4,49.84,5,0.339,True,False,
CHEMBL1994074,Brc1ccc2[nH]nc(-c3ccccc3)c2c1,Ki,1995.26,1,5.7000005038830155,0,273.13,3.99,1,1,28.68,1,0.713,True,False,
CHEMBL1995172,Brc1ccc2c(c1)-c1[nH]ncc1C2,Ki,10000.0,1,5.0,0,235.08,2.74,1,1,28.68,0,0.637,True,False,
CHEMBL381306,Brc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,IC50,6000.0,1,5.221848749616356,0,383.25,4.57,2,5,59.07,3,0.694,True,False,
CHEMBL382862,Brc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,IC50,10000.0,1,5.0,0,369.22,4.7,2,5,59.07,2,0.686,True,False,
CHEMBL554983,Brc1cccc(Nc2[nH]cnc3c4ccccc4nc2-3)c1,IC50,72.0,1,7.14266750356873,1,339.2,4.57,2,3,53.6,2,0.562,True,False,
CHEMBL423224,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,IC50,31.0,1,7.508638306165727,1,339.2,4.57,2,3,53.6,2,0.562,True,False,
CHEMBL37346,Brc1cccc(Nc2ccnc3ccccc23)c1,IC50,5500.0,1,5.259637310505755,0,299.17,4.74,1,2,24.92,2,0.739,True,False,
CHEMBL118482,Brc1cccc(Nc2cnnc3ccccc23)c1,IC50,10000.0,1,5.0,0,300.16,4.14,1,3,37.81,2,0.773,True,False,
CHEMBL72393,Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,IC50,46.0,1,7.337242168318426,1,343.23,4.34,2,3,53.6,2,0.728,True,False,
CHEMBL5181237,Brc1cccc(Nc2ncnc3[nH]ccc23)c1,IC50,3.0,1,8.522878745280337,1,289.14,3.46,2,3,53.6,2,0.759,True,False,
CHEMBL383614,Brc1cccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)c1,IC50,1000.0,1,5.999999999999999,0,448.12,5.46,2,5,59.07,2,0.545,True,False,
CHEMBL203219,Brc1cccc(Nc2ncnc3c2NCc2ccccc2O3)c1,IC50,3400.0,1,5.468521082957744,0,369.22,4.7,2,5,59.07,2,0.686,True,False,
CHEMBL5198809,Brc1cccc(Nc2ncnc3c2[nH]c2ccccc23)c1,IC50,72.0,1,7.14266750356873,1,339.2,4.62,2,3,53.6,2,0.56,True,False,
CHEMBL155100,Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,IC50,272.0,1,6.565431095965801,1,340.18,4.01,2,4,66.49,2,0.579,True,False,
CHEMBL149512,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,IC50,740.0,1,6.130768280269024,1,340.18,4.88,1,4,50.95,2,0.565,True,False,
CHEMBL356850,Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1,IC50,1.8,1,8.744727494896694,1,356.25,5.35,1,4,37.81,2,0.526,True,False,
CHEMBL153409,Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1,IC50,732.0,1,6.135488918941608,1,357.24,4.75,1,5,50.7,2,0.563,True,False,
CHEMBL346863,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1,IC50,40.0,1,7.3979400086720375,1,363.27,4.81,1,6,50.7,2,0.555,True,False,
CHEMBL126384,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,IC50,5.37,1,8.270025714300443,1,457.38,4.06,2,7,75.2,8,0.495,True,False,
CHEMBL126623,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,IC50,1.9,1,8.72124639904717,1,443.35,3.67,2,7,75.2,7,0.54,True,False,
CHEMBL126791,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,IC50,0.51,1,9.292429823902063,1,424.31,4.23,2,6,80.55,7,0.433,True,False,
CHEMBL128987,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,IC50,3.2,1,8.494850021680094,1,429.32,3.28,2,7,75.2,6,0.623,True,False,
CHEMBL338114,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,IC50,0.91,1,9.040958607678906,1,410.28,3.91,3,6,91.41,6,0.447,True,False,
CHEMBL3806143,Brc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,IC50,18.48,1,7.733298033115912,1,501.38,4.01,1,8,77.97,7,0.487,True,False,
CHEMBL36967,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,IC50,4.8,1,8.31875876262441,1,438.33,4.45,2,5,66.07,4,0.493,True,False,
CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,IC50,0.39,1,9.4089353929735,1,339.2,4.62,2,3,53.6,2,0.56,True,False,
CHEMBL66031,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,IC50,0.008,1,11.096910013008056,1,340.18,4.01,2,4,66.49,2,0.579,True,False,
CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,IC50,0.4365,1,9.360015751958409,1,340.18,4.01,2,4,66.49,2,0.579,True,False,
CHEMBL172652,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,IC50,4.1,1,8.387216143280263,1,341.17,3.41,2,5,79.38,2,0.584,True,False,
CHEMBL447331,Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1,IC50,0.4365,1,9.360015751958409,1,327.19,4.06,2,4,49.84,2,0.745,True,False,
CHEMBL1198361,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCO4)c1,IC50,85.0,1,7.070581074285707,1,372.22,4.3,1,5,56.27,2,0.727,True,False,
CHEMBL2087359,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCSCCCO4)c1,IC50,8.0,1,8.096910013008056,1,446.37,5.42,1,6,56.27,2,0.567,True,False,
CHEMBL1198370,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,IC50,13.6,1,7.866461091629781,1,358.2,3.91,1,5,56.27,2,0.753,True,False,
CHEMBL2087353,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCO4)c1,IC50,55.0,1,7.259637310505756,1,402.25,3.92,1,6,65.5,2,0.701,True,False,
CHEMBL2087355,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,IC50,5.0,1,8.301029995663981,1,446.3,3.94,1,7,74.73,2,0.639,True,False,
CHEMBL2087356,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,IC50,5.0,1,8.301029995663981,1,462.3,3.87,1,8,83.96,2,0.615,True,False,
CHEMBL2087357,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCSCCO4)c1,IC50,7.0,1,8.154901959985743,1,418.32,4.64,1,6,56.27,2,0.655,True,False,
CHEMBL93051,Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,IC50,15.0,1,7.823908740944318,1,344.17,3.86,1,5,56.27,2,0.765,True,False,
CHEMBL2087352,Brc1cccc(Nc2ncnc3cc4c(cc23)Oc2ccccc2O4)c1,IC50,120.0,1,6.920818753952375,1,406.24,6.03,1,5,56.27,2,0.388,True,False,
CHEMBL1797418,Brc1cccc(Nc2ncnc3cc4c(ccn4CCCN4CCOCC4)cc23)c1,IC50,77.62,1,7.110026361596003,1,466.38,4.81,1,5,55.21,6,0.442,True,False,
CHEMBL40130,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,IC50,3.7,1,8.431798275933003,1,452.36,4.42,1,5,55.21,5,0.486,True,False,
CHEMBL39355,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,IC50,8.8,1,8.05551732784983,1,467.37,4.21,1,6,68.1,6,0.459,True,False,
CHEMBL38199,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,IC50,3.7,1,8.431798275933003,1,453.34,3.82,1,6,68.1,5,0.496,True,False,
CHEMBL366580,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,IC50,0.34,1,9.468521082957745,1,340.18,4.01,2,4,66.49,2,0.579,True,False,
CHEMBL63786,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,IC50,0.003,1,11.522878745280337,1,350.22,5.29,1,3,37.81,2,0.499,True,False,
CHEMBL173498,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,IC50,1.7,1,8.769551078621726,1,352.2,4.08,1,5,63.59,2,0.551,True,False,
CHEMBL177053,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,IC50,44.0,1,7.356547323513812,1,357.24,4.75,1,5,50.7,2,0.563,True,False,
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,IC50,64.0,1,7.193820026016112,1,456.35,4.25,2,7,87.03,7,0.409,True,True,azo_A(324)
CHEMBL424093,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,IC50,25.0,1,7.602059991327962,1,433.31,6.12,2,5,74.56,6,0.284,True,True,azo_A(324)
CHEMBL138125,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,IC50,238.0,1,6.623423042943488,1,434.3,5.51,2,6,87.45,6,0.309,True,True,azo_A(324)
CHEMBL2425736,Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1,IC50,0.41,1,9.387216143280265,1,440.39,5.42,2,5,53.08,7,0.481,True,False,
CHEMBL2070200,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,IC50,1140.0,1,5.943095148663527,0,491.39,6.3,2,6,68.3,5,0.342,True,False,
CHEMBL2070198,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,IC50,98.0,1,7.008773924307505,1,477.36,5.91,2,6,68.3,5,0.373,True,False,
CHEMBL2070192,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCO5)cc23)c1,IC50,1020.0,1,5.991399828238082,0,463.34,5.52,2,6,68.3,5,0.406,True,False,
CHEMBL2070197,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,IC50,630.0,1,6.200659450546417,1,449.31,5.48,2,6,68.3,5,0.421,True,False,
CHEMBL153170,Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,IC50,29.0,1,7.537602002101043,1,340.18,4.01,2,4,66.49,2,0.579,True,False,
CHEMBL5287505,Brc1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,IC50,120.5,1,6.919012953089112,1,357.21,3.94,2,5,59.07,2,0.728,True,False,
CHEMBL153525,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,IC50,1.24,1,8.906578314837763,1,339.2,4.62,2,3,53.6,2,0.56,True,False,
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,IC50,27.0,1,7.568636235841011,1,300.16,4.14,1,3,37.81,2,0.773,True,False,
CHEMBL54805,Brc1cccc(Nc2ncnc3cccnc23)c1,IC50,34.0,1,7.468521082957744,1,301.15,3.53,1,4,50.7,2,0.786,True,False,
CHEMBL52665,Brc1cccc(Nc2ncnc3ccncc23)c1,IC50,35.0,1,7.455931955649724,1,301.15,3.53,1,4,50.7,2,0.786,True,False,
CHEMBL272895,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN1CCOCC1,IC50,5.495,1,8.260032303240491,1,457.38,4.06,2,7,75.2,8,0.495,True,False,
CHEMBL271334,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1,IC50,1.905,1,8.720105019988361,1,443.35,3.67,2,7,75.2,7,0.54,True,False,
CHEMBL272865,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1,IC50,0.5129,1,9.289967300934245,1,424.31,4.23,2,6,80.55,7,0.433,True,False,
CHEMBL405398,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN1CCOCC1,IC50,3.236,1,8.489991487059765,1,429.32,3.28,2,7,75.2,6,0.623,True,False,
CHEMBL272187,Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1,IC50,0.912,1,9.040005161671584,1,410.28,3.91,3,6,91.41,6,0.447,True,False,
CHEMBL345294,Brc1cccc(Nc2ncnc3ccsc23)c1,IC50,11.0,1,7.958607314841775,1,306.19,4.2,1,4,37.81,2,0.771,True,False,
CHEMBL165574,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,IC50,1.0,1,8.999999999999998,1,443.35,3.67,2,7,75.2,7,0.54,True,False,
CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,IC50,2.9,1,8.537602002101043,1,444.34,3.06,2,8,88.09,7,0.538,True,False,
CHEMBL162981,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,IC50,1.7,1,8.769551078621726,1,424.31,4.23,2,6,80.55,7,0.433,True,False,
CHEMBL51228,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,IC50,2.3,1,8.638272163982407,1,425.29,3.62,2,7,93.44,7,0.437,True,False,
CHEMBL162622,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,IC50,0.65,1,9.187086643357143,1,429.32,3.28,2,7,75.2,6,0.623,True,False,
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,IC50,0.81,1,9.09151498112135,1,430.31,2.67,2,8,88.09,6,0.617,True,False,
CHEMBL162142,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,IC50,0.78,1,9.107905397309517,1,410.28,3.91,3,6,91.41,6,0.447,True,False,
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,IC50,0.25,1,9.60205999132796,1,411.27,3.3,3,7,104.3,6,0.447,True,False,
CHEMBL162223,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,IC50,1.2,1,8.920818753952373,1,421.3,4.58,2,6,75.62,6,0.475,True,False,
CHEMBL271328,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1,IC50,2.344,1,8.630042392653946,1,411.27,3.23,2,7,93.44,6,0.503,True,False,
CHEMBL165508,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,IC50,1.5,1,8.823908740944319,1,407.28,4.54,2,6,75.62,5,0.506,True,False,
CHEMBL51265,Brc1cccc(Nc2ncnc3cnccc23)c1,IC50,51.0,1,7.292429823902062,1,301.15,3.53,1,4,50.7,2,0.786,True,False,
CHEMBL54475,Brc1cccc(Nc2ncnc3ncccc23)c1,IC50,688.0,1,6.162411561764488,1,301.15,3.53,1,4,50.7,2,0.786,True,False,
CHEMBL4171764,Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,IC50,2.61,1,8.583359492661717,1,360.28,5.08,1,4,37.81,2,0.693,True,False,
CHEMBL355982,Brc1cccc(Nc2ncnc3sccc23)c1,IC50,35.0,1,7.455931955649724,1,306.19,4.2,1,4,37.81,2,0.771,True,False,
CHEMBL119758,Brc1cccc(Nc2nnnc3ccccc23)c1,IC50,1000.0,1,5.999999999999999,0,301.15,3.53,1,4,50.7,2,0.786,True,False,
CHEMBL117710,Brc1cccc(Oc2ncnc3ccccc23)c1,IC50,756.0,1,6.121478204498793,1,301.14,4.18,0,3,35.01,2,0.712,True,False,
CHEMBL1992634,Brc1cnc2[nH]cc(-c3ccccc3)c2c1,Ki,1995.26,1,5.7000005038830155,0,273.13,3.99,1,1,28.68,1,0.713,True,False,
CHEMBL4867893,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)C1,IC50,88.3,1,7.05403929642243,1,455.47,2.79,2,5,114.95,6,0.434,True,False,
CHEMBL4863088,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,IC50,33.8,1,7.471083299722344,1,425.45,2.78,2,4,105.72,5,0.48,True,False,
CHEMBL4852264,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5)cc4)[nH]c23)C1,IC50,38.6,1,7.413412695328245,1,457.47,3.31,2,4,105.72,5,0.449,True,False,
CHEMBL4857353,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5F)cc4)[nH]c23)CC1,IC50,32.8,1,7.484126156288321,1,489.48,3.84,2,4,105.72,5,0.416,True,False,
CHEMBL4856592,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,IC50,50.8,1,7.294136287716079,1,483.53,3.57,2,5,114.95,6,0.407,True,False,
CHEMBL4875332,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,IC50,29.7,1,7.527243550682786,1,439.48,3.17,2,4,105.72,5,0.466,True,False,
CHEMBL4871192,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1,IC50,30.8,1,7.511449283499555,1,453.5,3.56,2,4,105.72,5,0.451,True,False,
CHEMBL4869409,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)[nH]c23)CC1,IC50,16.3,1,7.787812395596041,1,471.49,3.7,2,4,105.72,5,0.433,True,False,
CHEMBL4873984,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5OC)cc4)[nH]c23)C1,IC50,104.0,1,6.982966660701219,1,469.5,3.18,2,5,114.95,6,0.421,True,False,
CHEMBL5962946,C#CC(=O)N1CCCC(N(C)c2nc(-c3cnn(C)c3)c3c(c2F)CNC3=O)C1,IC50,1002.0,1,5.999132278468773,0,396.43,0.92,1,5,83.36,3,0.781,True,False,
CHEMBL5187762,C#CC(=O)N1CCN(C(=O)Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)[C@H](C)C1,IC50,0.32,1,9.494850021680092,1,532.36,4.49,1,7,96.89,4,0.391,True,False,
CHEMBL5567954,C#CC(=O)NCCn1cc(-c2ncnc3cc(OC)c(OC)cc23)c(-c2cccc(OC)c2)n1,IC50,10.0,1,8.0,1,457.49,2.94,1,7,100.39,8,0.406,True,False,
CHEMBL378144,C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.6,1,9.221848749616356,1,368.19,3.1,2,5,79.8,3,0.695,True,False,
CHEMBL202360,C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1.6,1,8.795880017344075,1,367.21,3.71,2,4,66.91,3,0.693,True,False,
CHEMBL5400371,C#CCCC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(NC(=O)CCCCc5cc5=O)c4)n3)c(OC)c2)CC1,IC50,210.0,1,6.6777807052660805,1,643.14,5.32,2,9,125.99,14,0.139,False,False,
CHEMBL590558,C#CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,32.7,1,7.485452247339714,1,413.88,5.75,1,5,56.27,9,0.357,True,False,
CHEMBL591039,C#CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,87.1,1,7.059981844992335,1,399.85,5.36,1,5,56.27,8,0.408,True,False,
CHEMBL592216,C#CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,2.53,1,8.596879478824182,1,385.83,4.97,1,5,56.27,7,0.46,True,False,
CHEMBL592713,C#CCCCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,IC50,17.7,1,7.752026733638193,1,367.84,4.83,1,5,56.27,7,0.479,True,False,
CHEMBL4562542,C#CCCN1CCN(c2ccc(Nc3nc(OC4CCN(C(=O)C=C)CC4)c4c(-c5cncc(NC)n5)c[nH]c4n3)cc2)CC1,IC50,3000.0,1,5.522878745280337,0,606.74,3.9,3,10,127.43,10,0.181,True,True,anil_di_alk_A(478)
CHEMBL3786812,C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1,Ki,10.0,1,8.0,1,469.93,2.61,2,7,110.19,9,0.366,True,False,
CHEMBL5070579,C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C,IC50,8.58,1,8.066512712151294,1,489.58,2.83,3,9,112.47,12,0.261,True,False,
CHEMBL5072451,C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,IC50,4.014,1,8.396422631848532,1,538.66,4.59,3,8,99.58,12,0.178,True,False,
CHEMBL5094288,C#CCN1CCN(c2ccc(Nc3ncc4c(C)cc(=O)n(-c5cccc(NC(=O)C=C)c5)c4n3)c(OC)c2)CC1,IC50,8.04,1,8.094743951251548,1,549.64,3.72,2,8,104.62,8,0.253,True,False,
CHEMBL3932578,C#CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,IC50,50.0,1,7.30102999566398,1,473.36,4.4,1,7,68.74,7,0.51,True,False,
CHEMBL3092304,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,232.0,1,6.6345120151091,1,455.88,4.09,3,6,97.4,6,0.484,True,False,
CHEMBL4855850,C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,IC50,6.0,1,8.221848749616356,1,538.61,2.16,3,9,136.21,9,0.277,True,False,
CHEMBL1243316,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,IC50,0.03,1,10.522878745280337,1,477.93,4.76,3,6,99.07,9,0.233,True,False,
CHEMBL597949,C#CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,14.8,1,7.829738284605042,1,357.77,4.19,1,5,56.27,5,0.694,True,False,
CHEMBL597948,C#CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,IC50,25.9,1,7.586700235918748,1,339.78,4.05,1,5,56.27,5,0.711,True,False,
CHEMBL3787386,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,Ki,2.0,1,8.698970004336019,1,396.81,4.3,2,5,76.14,6,0.48,True,False,
CHEMBL5798780,C#CCOc1cccc(Nc2ncc(C)c(Nc3cccc(NC(=O)C=C)c3)n2)c1,IC50,10.0,1,8.0,1,399.45,4.41,3,6,88.17,8,0.384,True,False,
CHEMBL5995996,C#CCOc1cccc(Nc2ncc(F)c(Nc3cccc(C(=O)C=C(C)C)c3)n2)c1,IC50,1000.0,1,5.999999999999999,0,416.46,5.26,2,6,76.14,8,0.296,True,False,
CHEMBL4790568,C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,IC50,1.01,1,8.995678626217355,1,523.64,4.61,2,7,87.55,11,0.219,True,False,
CHEMBL5886763,C#Cc1cc(C#C)cc(Nc2ncnc3cc(OC)c(OC)cc23)c1,Kd,1153.0,1,5.938170692705301,0,329.36,3.35,1,5,56.27,4,0.744,True,False,
CHEMBL5934396,C#Cc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,IC50,8.8,1,8.05551732784983,1,440.51,2.96,2,4,101.09,3,0.478,True,False,
CHEMBL5633106,C#Cc1cc(C=O)cc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,109.8,1,6.959397659885926,1,421.45,3.22,1,8,91.8,11,0.287,True,False,
CHEMBL65250,C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,IC50,4.0,1,8.397940008672036,1,323.33,3.51,1,5,56.27,4,0.745,True,False,
CHEMBL598798,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,IC50,28.8,1,7.5406075122407685,1,452.49,4.34,3,7,105.6,11,0.172,True,False,
CHEMBL3976961,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1O,IC50,100.0,1,7.0,1,450.5,3.9,4,8,125.83,11,0.114,True,False,
CHEMBL3959043,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,IC50,100.0,1,7.0,1,466.51,4.73,3,7,105.6,12,0.153,True,False,
CHEMBL3909900,C#Cc1cc(Nc2ncnc3cc(OCCOC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,IC50,100.0,1,7.0,1,510.57,4.74,3,8,114.83,15,0.116,True,False,
CHEMBL5632582,C#Cc1cc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)cc(OC(=O)C=C)c1,IC50,1325.0,1,5.8777841217271725,0,463.49,3.5,1,9,101.03,12,0.142,True,False,
