assay_chembl_id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,confidence_score,pValue,mol_weight
CHEMBL5327353,COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5396086,9.92,IC50,nM,0.12,IC50,nM,0.12,9,9.920818753952375,650.168
CHEMBL944276,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL54400,9.89,IC50,nM,0.1288,pIC50,,9.89,9,9.890084136976206,330.1890000000001
CHEMBL5738183,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,CHEMBL5870500,9.89,IC50,nM,0.13,IC50,nM,0.13,8,9.886056647693161,517.3880000000001
CHEMBL5637219,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5169450,9.89,IC50,nM,0.13,IC50,nM,0.13,9,9.886056647693161,694.6189999999999
CHEMBL680021,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51853,9.89,IC50,nM,0.13,IC50,nM,0.13,8,9.886056647693161,316.16200000000003
CHEMBL3887593,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1C2COCC21,CHEMBL3892310,9.89,IC50,nM,0.13,IC50,nM,0.13,8,9.886056647693161,511.98500000000024
CHEMBL5327353,COc1cc(N2CCC(N3CC[C@@H](N(C)C)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5431909,9.89,IC50,nM,0.13,IC50,nM,0.13,9,9.886056647693161,708.646
CHEMBL5117929,COc1cc(N2CCC(N3CCCOCC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3c(c2P(C)(C)=O)OCCO3)n1,CHEMBL5192223,9.89,IC50,nM,0.13,IC50,nM,0.13,9,9.886056647693161,701.6029999999998
CHEMBL5738105,COCCOc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1OC)C(=O)NCC2,CHEMBL5951245,9.86,IC50,nM,0.138,IC50,nM,0.138,8,9.860120913598763,426.4480000000002
CHEMBL5738105,COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1C)C(=O)NCC2,CHEMBL5774126,9.86,IC50,nM,0.138,IC50,nM,0.138,8,9.860120913598763,438.5030000000002
CHEMBL5738725,Cc1ccc(S(=O)(=O)c2ccc(C3C(C(=O)c4ccccc4)=C(N)NC4=C3C(=O)CC(C)(C)C4)cc2)cc1,CHEMBL5977738,9.85,IC50,nM,0.14,IC50,nM,0.14,9,9.853871964321762,526.6580000000004
CHEMBL3877213,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CHEMBL3883534,9.85,Ki,nM,0.14,Ki,nM,0.14,9,9.853871964321762,372.7870000000001
CHEMBL5736751,O=C1CCC(N2C(=O)c3cccc(NCCOCCc4ccc(-c5cc6c(NCc7ccccc7Cl)ncnc6[nH]5)cc4)c3C2=O)C(=O)N1,CHEMBL5755313,9.85,IC50,nM,0.14,IC50,nM,0.14,8,9.853871964321762,678.149
CHEMBL5730777,C[C@H]1CN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CCN1,CHEMBL5773114,9.85,IC50,nM,0.14,IC50,nM,0.14,8,9.853871964321762,593.6060000000002
CHEMBL4416109,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3OC)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,CHEMBL4559807,9.84,IC50,nM,0.145,IC50,nM,0.145,9,9.838631997765024,506.5620000000002
CHEMBL5738105,COCCOc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1C)C(=O)NCC2,CHEMBL6041040,9.83,IC50,nM,0.149,IC50,nM,0.149,8,9.826813731587725,410.4490000000002
CHEMBL5117930,CCc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3P(C)(C)=O)OCO4)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1,CHEMBL5203220,9.82,IC50,nM,0.15,IC50,nM,0.15,9,9.823908740944319,700.6189999999997
CHEMBL5133518,COc1ccc(-c2cc(=O)cc(-c3ccc(OC)cc3)o2)cc1,CHEMBL5192793,9.82,IC50,nM,0.15,IC50,nM,0.15,9,9.823908740944319,308.333
CHEMBL5730777,CC(C)(N)c1cc(C(=O)N[C@@H]2[C@H]3Oc4ccc(Oc5ccnc6c5CCC(=O)N6)cc4[C@@H]23)cc(C(F)(F)F)c1,CHEMBL5896727,9.82,IC50,nM,0.15,IC50,nM,0.15,8,9.823908740944319,538.5260000000003
CHEMBL5260457,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccc(F)cc2)c(-c2cn(C)c3ccccc23)n1,CHEMBL5285052,9.82,IC50,nM,0.15,IC50,nM,0.15,9,9.823908740944319,566.6370000000003
CHEMBL5255138,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,CHEMBL5274692,9.81,IC50,nM,0.153,IC50,nM,0.153,9,9.8153085691824,512.9690000000004
CHEMBL5738105,COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1OC(F)F)C(=O)NCC2,CHEMBL5743634,9.81,IC50,nM,0.155,IC50,nM,0.155,8,9.809668301829708,490.4820000000002
CHEMBL944276,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,CHEMBL490496,9.80,IC50,nM,0.1585,pIC50,,9.8,9,9.79997073344623,481.95900000000034
CHEMBL5546057,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,CHEMBL5574232,9.80,IC50,nM,0.16,IC50,nM,0.16,9,9.795880017344075,425.8950000000001
CHEMBL3385194,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL3357641,9.80,IC50,nM,0.16,IC50,nM,0.16,9,9.795880017344075,503.93700000000035
CHEMBL5730777,O=C1CCc2c(Oc3ccc4c(c3)[C@H]3[C@H](NC(=O)c5ccc(CN6CCN7CCC[C@@H]7C6)c(C(F)(F)F)c5)[C@H]3O4)ccnc2N1,CHEMBL5971901,9.80,IC50,nM,0.16,IC50,nM,0.16,8,9.795880017344075,619.6440000000003
CHEMBL5546057,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1C=CN3c1cccc(Cl)c1F,CHEMBL5572504,9.80,IC50,nM,0.16,IC50,nM,0.16,9,9.795880017344075,423.879
CHEMBL674020,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,CHEMBL417478,9.80,IC50,nM,0.16,IC50,nM,0.16,8,9.795880017344075,482.94700000000034
CHEMBL5260455,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2c[nH]c3ccccc23)n1,CHEMBL5289859,9.80,IC50,nM,0.16,IC50,nM,0.16,9,9.795880017344075,528.6570000000002
CHEMBL3755962,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,CHEMBL3633146,9.80,Kd,nM,0.16,Kd,nM,0.16,9,9.795880017344075,495.5870000000003
CHEMBL944276,C=CC(=O)C(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL491083,9.77,IC50,nM,0.1698,pIC50,,9.77,9,9.770062314092065,383.249
CHEMBL5730777,CCN1CCC(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,CHEMBL5840248,9.77,IC50,nM,0.17,IC50,nM,0.17,8,9.769551078621724,606.6450000000003
CHEMBL1072157,N#CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL592617,9.77,IC50,nM,0.17,IC50,nM,0.17,9,9.769551078621724,382.22100000000006
CHEMBL680017,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,CHEMBL93032,9.77,IC50,nM,0.17,IC50,nM,0.17,8,9.769551078621724,332.1570000000001
CHEMBL5260456,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,CHEMBL5275642,9.77,IC50,nM,0.17,IC50,nM,0.17,9,9.769551078621724,514.6300000000003
CHEMBL673925,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334697,9.77,IC50,nM,0.17,IC50 app,nM,0.17,8,9.769551078621724,384.2370000000001
CHEMBL680017,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,CHEMBL418967,9.77,IC50,nM,0.17,IC50,nM,0.17,8,9.769551078621724,416.3190000000002
CHEMBL4829486,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,CHEMBL4297865,9.77,IC50,nM,0.17,IC50,nM,0.17,9,9.769551078621724,487.53900000000027
CHEMBL5577198,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL5583656,9.77,IC50,nM,0.17,IC50,nM,0.17,9,9.769551078621724,576.1010000000001
CHEMBL4714437,C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL4792967,9.77,IC50,nM,0.17,IC50,nM,0.17,9,9.769551078621724,609.6529999999999
CHEMBL5738105,COCCOc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1CC(F)F)C(=O)NCC2,CHEMBL5990479,9.75,IC50,nM,0.176,IC50,nM,0.176,8,9.75448733218585,460.4560000000002
CHEMBL5730778,CCN1CCC(=Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,CHEMBL5897419,9.74,IC50,nM,0.18,IC50,nM,0.18,8,9.744727494896694,604.6290000000004
CHEMBL3385194,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,CHEMBL3357637,9.74,IC50,nM,0.18,IC50,nM,0.18,9,9.744727494896694,551.0220000000002
CHEMBL2033041,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC,CHEMBL2031302,9.74,IC50,nM,0.18,IC50,nM,0.18,9,9.744727494896694,386.81400000000014
CHEMBL5577198,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL4761468,9.74,IC50,nM,0.18,IC50,nM,0.18,9,9.744727494896694,525.6570000000004
CHEMBL674648,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL166093,9.74,IC50,nM,0.18,IC50,nM,0.18,8,9.744727494896694,390.2410000000001
CHEMBL5117929,CCc1cc(Nc2ncc(Br)c(Nc3ccn4ncnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1,CHEMBL5195137,9.74,IC50,nM,0.18,IC50,nM,0.18,9,9.744727494896694,684.5799999999996
CHEMBL4414895,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Cl)cc3)nn21,CHEMBL3910697,9.74,IC50,nM,0.18,IC50,nM,0.18,9,9.744727494896694,421.88800000000003
CHEMBL674648,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL165864,9.72,IC50,nM,0.19,IC50,nM,0.19,8,9.72124639904717,360.21500000000003
CHEMBL674648,CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,CHEMBL166154,9.72,IC50,nM,0.19,IC50,nM,0.19,8,9.72124639904717,285.73800000000006
CHEMBL5737861,COc1cc(N2CCC(NCCO)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5887896,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,562.0960000000001
CHEMBL5737861,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,CHEMBL5176129,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,602.165
CHEMBL3385194,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,CHEMBL3357634,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,447.8730000000002
CHEMBL862512,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL91867,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,381.23300000000006
CHEMBL3624467,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,CHEMBL3623290,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,459.90900000000033
CHEMBL5392536,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCON1CCN(C)CC1,CHEMBL5394686,,Kd,nM,0.2,Kd,nM,0.2,9,9.698970004336017,461.9250000000004
CHEMBL5141214,CC(C)c1ccc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,CHEMBL5206444,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,542.6810000000002
CHEMBL5141214,CC(C)c1cnc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,CHEMBL5200991,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,557.6960000000001
CHEMBL3755797,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,CHEMBL3753235,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,587.6840000000002
CHEMBL5732396,C=CC(=O)N1CC(Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)C1,CHEMBL5942609,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,483.93100000000027
CHEMBL5732396,C=CC(=O)N1CCC(Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5881164,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,455.9210000000002
CHEMBL3762138,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,CHEMBL3758502,9.70,Ki,nM,0.2,Ki,nM,0.2,9,9.698970004336017,347.38200000000006
CHEMBL5737544,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@@H](O)CC3)cc(C#N)n2)cn1,CHEMBL6043073,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,441.49500000000023
CHEMBL5732396,C=CC(=O)N1CCC(Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCOC)CC1,CHEMBL6013422,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,499.97400000000033
CHEMBL5143771,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5172794,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,601.177
CHEMBL5143770,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4101719,,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,412.4680000000001
CHEMBL5737544,Cc1cc(C(=O)/N=c2\[nH]c3ccc(CN4CCN(C)CC4)cc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,CHEMBL6023158,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,542.6880000000003
CHEMBL5737544,Cc1cc(C(=O)/N=c2\[nH]c3ccc(CN4CCN(C)CC4)cc3n2C2CCCCC2)cc(-c2cnn(C)c2)n1,CHEMBL5993712,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,526.6890000000004
CHEMBL5577198,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)N(C)C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL4747958,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,592.726
CHEMBL5147203,CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1,CHEMBL5182553,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,540.6640000000001
CHEMBL5147203,CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5206902,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,535.673
CHEMBL4718820,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,CHEMBL4776396,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,374.444
CHEMBL4670930,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)c1,CHEMBL4795165,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,514.5450000000003
CHEMBL5737544,Cc1cc(C(=O)/N=c2\[nH]c3ccc(C4CCN(C)CC4)cc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,CHEMBL5969707,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,527.6730000000003
CHEMBL5587334,COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5597724,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,585.09
CHEMBL5587334,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,CHEMBL4443062,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,543.6240000000004
CHEMBL5620521,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,CHEMBL5196495,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,556.7080000000001
CHEMBL4718840,OCc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,CHEMBL4175024,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,360.41700000000003
CHEMBL4718840,COc1cc(CO)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,CHEMBL4164805,9.70,IC50,nM,0.2,IC50,nM,0.2,9,9.698970004336017,390.44300000000004
CHEMBL5737859,COc1cc(N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5975224,9.70,IC50,nM,0.2,IC50,nM,0.2,8,9.698970004336017,601.177
CHEMBL832761,COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC,CHEMBL437879,9.68,IC50,nM,0.208,IC50,nM,0.208,9,9.681936665037238,368.1950000000001
CHEMBL4829486,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,CHEMBL4847264,9.68,IC50,nM,0.21,IC50,nM,0.21,9,9.677780705266079,484.5640000000003
CHEMBL5730778,CN1CCC(Oc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,CHEMBL5805459,9.68,IC50,nM,0.21,IC50,nM,0.21,8,9.677780705266079,594.5900000000003
CHEMBL5738258,COc1cc(N2CCC(N(C)C)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5963175,9.68,IC50,nM,0.21,IC50,nM,0.21,8,9.677780705266079,639.539
CHEMBL5143771,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,CHEMBL5174418,9.67,IC50,nM,0.212,IC50,nM,0.212,9,9.673664139071247,708.6459999999995
CHEMBL4416109,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](C)c4ccccc4)c23)c1,CHEMBL4514452,9.67,IC50,nM,0.214,IC50,nM,0.214,9,9.669586226650809,460.53700000000015
CHEMBL4316716,C[N+](C)(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Cc1ccc([N+](=O)[O-])cc1.[Br-],CHEMBL4439982,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,642.3520000000002
CHEMBL4316716,C[N+](C)(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Cc1ccccc1[N+](=O)[O-].[Br-],CHEMBL4527121,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,642.3520000000002
CHEMBL5224780,C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1ccc2F,CHEMBL5290583,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,455.53700000000015
CHEMBL4316716,Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],CHEMBL4560430,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,646.344
CHEMBL674648,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL161956,9.66,IC50,nM,0.22,IC50,nM,0.22,8,9.657577319177793,374.2420000000001
CHEMBL4316716,Cn1ncc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],CHEMBL4516232,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,646.344
CHEMBL4316716,Cn1cc([N+](=O)[O-])nc1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],CHEMBL4473277,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,646.344
CHEMBL978648,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL94061,9.66,IC50,nM,0.22,IC50,nM,0.22,8,9.657577319177793,426.3180000000001
CHEMBL4316716,Cn1c(C[N+](C)(C)C/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)ccc1[N+](=O)[O-].[Br-],CHEMBL4540138,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,645.3560000000001
CHEMBL5738725,CCOC(=O)C1=C(C(F)(F)F)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(S(=O)(=O)c2ccccc2)cc1,CHEMBL5881155,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,533.5680000000002
CHEMBL5117930,COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3c(c2P(C)(C)=O)OCCO3)n1,CHEMBL5206164,9.66,IC50,nM,0.22,IC50,nM,0.22,9,9.657577319177793,700.6189999999999
CHEMBL5738105,COCCOc1cnccc1-c1[nH]c2c(c1Nc1ccccc1OC(F)F)C(=O)NCC2,CHEMBL5950803,9.66,IC50,nM,0.22,IC50,nM,0.22,8,9.657577319177793,444.43800000000016
CHEMBL1051285,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,9.64,Kd,nM,0.23,Kd,nM,0.23,9,9.638272163982407,467.9320000000002
CHEMBL4819610,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,CHEMBL4851176,9.64,IC50,nM,0.23,IC50,nM,0.23,9,9.638272163982407,520.5970000000003
CHEMBL5730777,CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2Cl)CC1,CHEMBL5746876,9.64,IC50,nM,0.23,IC50,nM,0.23,8,9.638272163982407,560.0540000000002
CHEMBL2033041,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,CHEMBL2031300,9.64,IC50,nM,0.23,IC50,nM,0.23,9,9.638272163982407,469.38700000000017
CHEMBL944276,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL127041,9.62,IC50,nM,0.2399,pIC50,,9.62,9,9.61996975203217,360.21500000000003
CHEMBL680017,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,CHEMBL316064,9.62,IC50,nM,0.24,IC50,nM,0.24,8,9.619788758288392,349.3120000000001
CHEMBL5255138,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCOC2)CC1,CHEMBL5280967,9.62,IC50,nM,0.24,IC50,nM,0.24,9,9.619788758288392,547.4140000000001
CHEMBL5730777,CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2Br)CC1,CHEMBL5934098,9.62,IC50,nM,0.24,IC50,nM,0.24,8,9.619788758288392,604.5050000000001
CHEMBL4832125,CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,CHEMBL4862351,9.61,IC50,nM,0.2446,IC50,nM,0.2446,9,9.611543547299732,511.96600000000035
CHEMBL952131,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12,CHEMBL270696,9.61,IC50,nM,0.2455,pIC50,,9.61,8,9.609948503541013,360.2150000000001
CHEMBL5738105,COc1c(Nc2c(-c3ccncc3OCC(C)(C)OC)[nH]c3c2C(=O)NCC3)ccc(F)c1F,CHEMBL5798664,9.61,IC50,nM,0.246,IC50,nM,0.246,8,9.609064892896619,472.4920000000002
CHEMBL856168,C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,CHEMBL52913,9.60,IC50,nM,0.25,IC50,nM,0.25,8,9.60205999132796,324.771
