canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,CHEMBL313821,,IC50,nM,100000.0,IC50,uM,100.0
O=C1NC(=O)c2cc(NC3CCCCC3)c(NC3CCCCC3)cc21,CHEMBL266969,,IC50,nM,50000.0,IC50,uM,50.0
C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL138691,8.38,IC50,nM,4.2,IC50 app,nM,4.2
C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL138691,5.64,IC50,nM,2282.0,IC50,nM,2282.0
CN1CCN(c2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,CHEMBL51283,,IC50,nM,,IC50,uM,
O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,CHEMBL8000,,IC50,nM,100000.0,IC50,uM,100.0
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL139307,8.48,IC50,nM,3.3,IC50 app,nM,3.3
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL139307,6.71,IC50,nM,194.0,IC50,nM,194.0
CC(=O)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL111913,,IC50,nM,,IC50,uM,
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,CHEMBL322298,6.7,IC50,nM,200.0,IC50,uM,0.2
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,CHEMBL111434,6.17,IC50,nM,670.0,IC50,uM,0.67
COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,CHEMBL111197,7.52,IC50,nM,30.0,IC50,uM,0.03
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21,CHEMBL291667,,IC50,nM,100000.0,IC50,uM,100.0
COC(=O)c1cc(Nc2ccc(F)cc2)c(Nc2ccc(F)cc2)cc1C(=O)OC,CHEMBL8091,,IC50,nM,100000.0,IC50,uM,100.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL136058,9.09,IC50,nM,0.81,IC50 app,nM,0.81
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL136058,8.06,IC50,nM,8.8,IC50,nM,8.8
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL136058,8.06,IC50,nM,8.8,IC50,nM,8.8
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21,CHEMBL113128,,IC50,nM,50000.0,IC50,uM,50.0
CCOC(=O)c1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,CHEMBL109547,,IC50,nM,,IC50,uM,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,6.29,IC50,nM,515.0,IC50,uM,0.515
C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL95320,6.07,IC50,nM,850.0,IC50,uM,0.85
O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21,CHEMBL8271,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN4CCCCC4)cc3)nc21,CHEMBL323775,,IC50,nM,,IC50,uM,
COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,CHEMBL292323,5.19,IC50,nM,6500.0,IC50,uM,6.5
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL545315,8.82,IC50,nM,1.5,IC50 app,nM,1.5
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL545315,8.13,IC50,nM,7.4,IC50,nM,7.4
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL545315,8.13,IC50,nM,7.4,IC50,nM,7.4
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,CHEMBL111365,5.89,IC50,nM,1300.0,IC50,uM,1.3
CCNCCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL113521,,IC50,nM,,IC50,uM,
Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1,CHEMBL64459,,IC50,nM,100000.0,IC50,uM,100.0
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CHEMBL268368,,IC50,nM,100000.0,IC50,uM,100.0
CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL422292,8.82,IC50,nM,1.5,IC50 app,nM,1.5
CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL422292,7.29,IC50,nM,51.0,IC50,nM,51.0
Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL51573,,IC50,nM,,IC50,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21,CHEMBL110034,,IC50,nM,5000.0,IC50,uM,5.0
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,CHEMBL113023,6.6,IC50,nM,250.0,IC50,uM,0.25
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL304414,5.0,IC50,nM,10000.0,IC50,uM,10.0
CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CHEMBL106232,5.35,IC50,nM,4500.0,IC50,uM,4.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,CHEMBL327127,7.05,IC50,nM,90.0,IC50,uM,0.09
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CHEMBL266487,,IC50,nM,50000.0,IC50,uM,50.0
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,CHEMBL293261,6.07,IC50,nM,850.0,IC50,uM,0.85
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21,CHEMBL323405,,IC50,nM,,IC50,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21,CHEMBL331366,,IC50,nM,,IC50,uM,
O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,CHEMBL267019,5.6,IC50,nM,2500.0,IC50,uM,2.5
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,9.15,IC50,nM,0.7,IC50 app,nM,0.7
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,8.57,IC50,nM,2.7,IC50,nM,2.7
C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL136404,9.3,IC50,nM,0.5,IC50 app,nM,0.5
C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL136404,8.11,IC50,nM,7.7,IC50,nM,7.7
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,CHEMBL113356,,IC50,nM,50000.0,IC50,uM,50.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,CHEMBL291979,4.27,IC50,nM,54100.0,IC50,uM,54.1
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,CHEMBL62843,4.0,IC50,nM,100000.0,IC50,uM,100.0
CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL63009,,IC50,nM,100000.0,IC50,uM,100.0
CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O,CHEMBL267941,,IC50,nM,50000.0,IC50,uM,50.0
C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334697,9.77,IC50,nM,0.17,IC50 app,nM,0.17
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,9.14,IC50,nM,0.73,IC50 app,nM,0.73
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,7.68,IC50,nM,21.0,IC50,nM,21.0
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,7.68,IC50,nM,21.0,IC50,nM,21.0
Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,CHEMBL292287,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,CHEMBL64430,5.3,IC50,nM,5000.0,IC50,uM,5.0
CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,CHEMBL64068,,IC50,nM,100000.0,IC50,uM,100.0
CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,CHEMBL62067,,IC50,nM,100000.0,IC50,uM,100.0
CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,CHEMBL64814,,IC50,nM,100000.0,IC50,uM,100.0
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL137082,8.57,IC50,nM,2.7,IC50 app,nM,2.7
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL137082,6.81,IC50,nM,156.0,IC50,nM,156.0
CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL299347,,IC50,nM,50000.0,IC50,uM,50.0
COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,CHEMBL324926,6.48,IC50,nM,330.0,IC50,uM,0.33
CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL62176,6.0,IC50,nM,1000.0,IC50,uM,1.0
CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL109759,,IC50,nM,5000.0,IC50,uM,5.0
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL138363,8.8,IC50,nM,1.6,IC50 app,nM,1.6
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL138363,7.36,IC50,nM,44.0,IC50,nM,44.0
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL93464,9.26,IC50,nM,0.55,IC50 app,nM,0.55
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL93464,8.06,IC50,nM,8.7,IC50,nM,8.7
CN(C)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL112080,,IC50,nM,,IC50,uM,
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,7.13,IC50,nM,74.0,IC50,uM,0.074
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL344486,8.57,IC50,nM,2.7,IC50 app,nM,2.7
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL344486,7.19,IC50,nM,64.0,IC50,nM,64.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,9.21,IC50,nM,0.61,IC50 app,nM,0.61
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,7.85,IC50,nM,14.0,IC50,nM,14.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,7.85,IC50,nM,14.0,IC50,nM,14.0
CN1CCN(Cc2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,CHEMBL112706,,IC50,nM,,IC50,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,CHEMBL321193,6.82,IC50,nM,150.0,IC50,uM,0.15
CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL419022,6.16,IC50,nM,700.0,IC50,uM,0.7
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL344177,9.16,IC50,nM,0.69,IC50 app,nM,0.69
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL344177,7.7,IC50,nM,20.0,IC50,nM,20.0
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136178,8.92,IC50,nM,1.2,IC50 app,nM,1.2
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136178,5.98,IC50,nM,1039.0,IC50,nM,1039.0
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136511,8.85,IC50,nM,1.4,IC50 app,nM,1.4
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136511,8.57,IC50,nM,2.7,IC50,nM,2.7
CC[N+]([O-])(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL320339,,IC50,nM,,IC50,uM,
Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,CHEMBL64165,,IC50,nM,100000.0,IC50,uM,100.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,6.0,IC50,nM,1000.0,IC50,uM,1.0
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL136102,8.84,IC50,nM,1.45,IC50 app,nM,1.45
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL136102,6.71,IC50,nM,193.0,IC50,nM,193.0
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL336264,9.37,IC50,nM,0.43,IC50 app,nM,0.43
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL336264,,IC50,nM,500.0,IC50,nM,500.0
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL104153,6.66,IC50,nM,220.0,IC50,uM,0.22
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,CHEMBL95774,7.1,IC50,nM,80.0,IC50,uM,0.08
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,CHEMBL268868,6.52,IC50,nM,300.0,IC50,uM,0.3
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,CHEMBL268868,6.8,Ki,nM,160.0,Ki,uM,0.16
COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,CHEMBL7352,,IC50,nM,50000.0,IC50,uM,50.0
CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL7775,5.06,IC50,nM,8700.0,IC50,uM,8.7
COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,CHEMBL8222,,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,CHEMBL60200,,IC50,nM,100000.0,IC50,uM,100.0
CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,CHEMBL61119,5.28,IC50,nM,5300.0,IC50,uM,5.3
Cn1c(SSCc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL64231,,IC50,nM,100000.0,IC50,uM,100.0
O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL335440,7.03,IC50,nM,93.5,IC50 app,nM,93.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,CHEMBL50647,6.66,IC50,nM,220.0,IC50,uM,0.22
COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL320705,7.18,IC50,nM,66.0,IC50,uM,0.066
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCN3CCOCC3)nc21,CHEMBL48172,,IC50,nM,5000.0,IC50,uM,5.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,CHEMBL113863,6.0,IC50,nM,1000.0,IC50,uM,1.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,5.84,IC50,nM,1450.0,IC50,uM,1.45
CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21,CHEMBL62699,,IC50,nM,100000.0,IC50,uM,100.0
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL92086,8.92,IC50,nM,1.2,IC50 app,nM,1.2
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL92086,7.8,IC50,nM,16.0,IC50,nM,16.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,CHEMBL109631,6.72,IC50,nM,190.0,IC50,uM,0.19
COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,CHEMBL294205,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,CHEMBL293913,4.36,IC50,nM,44000.0,IC50,uM,44.0
Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,CHEMBL7914,5.6,IC50,nM,2500.0,IC50,uM,2.5
O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,CHEMBL7929,,IC50,nM,50000.0,IC50,uM,50.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,8.96,IC50,nM,1.1,IC50 app,nM,1.1
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,7.24,IC50,nM,57.0,IC50,nM,57.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,7.24,IC50,nM,57.0,IC50,nM,57.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCO)nc21,CHEMBL111618,,IC50,nM,5000.0,IC50,uM,5.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,CHEMBL325589,6.29,IC50,nM,510.0,IC50,uM,0.51
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL99024,5.98,IC50,nM,1040.0,IC50,uM,1.04
CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,CHEMBL59812,4.7,IC50,nM,20000.0,IC50,uM,20.0
O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434828,8.04,IC50,nM,9.1,IC50 app,nM,9.1
O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434828,7.11,IC50,nM,77.0,IC50,nM,77.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,CHEMBL49596,5.25,IC50,nM,5600.0,IC50,uM,5.6
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(F)ccc21,CHEMBL63455,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,CHEMBL293250,4.39,IC50,nM,40500.0,IC50,uM,40.5
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,CHEMBL62701,4.65,IC50,nM,22300.0,IC50,uM,22.3
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,9.04,IC50,nM,0.91,IC50 app,nM,0.91
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,8.47,IC50,nM,3.4,IC50,nM,3.4
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL135142,8.76,IC50,nM,1.75,IC50 app,nM,1.75
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL135142,7.46,IC50,nM,35.0,IC50,nM,35.0
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL343722,8.8,IC50,nM,1.6,IC50 app,nM,1.6
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL343722,6.92,IC50,nM,120.0,IC50,nM,120.0
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,CHEMBL448154,6.31,IC50,nM,490.0,IC50,uM,0.49
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(Cl)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(Cl)cc21,CHEMBL303127,,IC50,nM,100000.0,IC50,uM,100.0
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL50470,5.85,IC50,nM,1400.0,IC50,uM,1.4
CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CHEMBL104244,6.68,IC50,nM,210.0,IC50,uM,0.21
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,CHEMBL293889,5.37,IC50,nM,4300.0,IC50,uM,4.3
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,CHEMBL61278,,IC50,nM,100000.0,IC50,uM,100.0
N#Cc1ccc(Nc2cc3c(cc2Nc2ccc(C#N)cc2)C(=O)NC3=O)cc1,CHEMBL267869,,IC50,nM,100000.0,IC50,uM,100.0
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,8.62,IC50,nM,2.4,IC50 app,nM,2.4
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,6.97,IC50,nM,108.0,IC50,nM,108.0
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,6.97,IC50,nM,108.0,IC50,nM,108.0
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL345077,8.34,IC50,nM,4.6,IC50 app,nM,4.6
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL345077,6.47,IC50,nM,340.0,IC50,nM,340.0
CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL107472,5.12,IC50,nM,7500.0,IC50,uM,7.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccn3)nc21,CHEMBL326041,,IC50,nM,5000.0,IC50,uM,5.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(Cl)cc3)nc21,CHEMBL111247,,IC50,nM,5000.0,IC50,uM,5.0
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139044,8.96,IC50,nM,1.1,IC50 app,nM,1.1
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139044,7.57,IC50,nM,27.0,IC50,nM,27.0
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139095,9.12,IC50,nM,0.76,IC50 app,nM,0.76
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139095,8.62,IC50,nM,2.4,IC50,nM,2.4
CC[N+](C)(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1.[I-],CHEMBL324543,,IC50,nM,,IC50,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,CHEMBL113070,7.1,IC50,nM,80.0,IC50,uM,0.08
